,TEAM,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,index_OPP,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,WIN,GAME_ID
254,American ,17,57,16,36,1,21,4,5,6,23,10,5,2,20,17,39,0.0701754385964912,0.5,2022,4,13,4,6,1,7,2,3,3,6,3,2,1,9,5,10,0.4,0.75,1,Michigan ,32,66,27,49,5,17,5,11,11,28,21,11,2,11,9,74,0.0757575757575757,1.9090909090909087,11,14,11,14,2,5,2,6,5,6,4,3,1,2,2,24,0.25,4.0,,127
255,Michigan ,32,66,27,49,5,17,5,11,11,28,21,11,2,11,9,74,0.0757575757575757,1.9090909090909087,2022,11,14,11,14,2,5,2,6,5,6,4,3,1,2,2,24,0.25,4.0,0,American ,17,57,16,36,1,21,4,5,6,23,10,5,2,20,17,39,0.0701754385964912,0.5,4,13,4,6,1,7,2,3,3,6,3,2,1,9,5,10,0.4,0.75,,127
256,Arkansas ,28,79,24,56,4,23,9,15,13,18,5,9,6,6,15,69,0.1139240506329113,0.8333333333333334,2022,10,28,8,16,2,12,4,7,2,5,3,2,2,2,4,24,0.2666666666666666,1.5,1,Utah ,32,62,17,31,15,31,13,20,11,38,20,2,1,17,16,92,0.2096774193548387,1.1764705882352942,6,10,4,8,6,9,4,6,3,7,11,1,0,6,4,20,1.0,4.0,,128
257,Utah ,32,62,17,31,15,31,13,20,11,38,20,2,1,17,16,92,0.2096774193548387,1.1764705882352942,2022,6,10,4,8,6,9,4,6,3,7,11,1,0,6,4,20,1.0,4.0,0,Arkansas ,28,79,24,56,4,23,9,15,13,18,5,9,6,6,15,69,0.1139240506329113,0.8333333333333334,10,28,8,16,2,12,4,7,2,5,3,2,2,2,4,24,0.2666666666666666,1.5,,128
258,Belmont ,25,71,13,35,12,36,11,17,7,29,17,11,1,9,13,73,0.1549295774647887,1.8888888888888888,2022,8,14,4,11,4,7,8,9,3,5,7,4,1,2,4,22,0.5714285714285714,7.0,1,Oregon ,28,74,24,53,4,21,10,14,15,34,15,7,12,17,18,70,0.1351351351351351,0.8823529411764706,12,24,12,23,2,8,7,8,4,8,5,3,7,5,4,31,0.2916666666666667,2.5,,129
259,Oregon ,28,74,24,53,4,21,10,14,15,34,15,7,12,17,18,70,0.1351351351351351,0.8823529411764706,2022,12,24,12,23,2,8,7,8,4,8,5,3,7,5,4,31,0.2916666666666667,2.5,0,Belmont ,25,71,13,35,12,36,11,17,7,29,17,11,1,9,13,73,0.1549295774647887,1.8888888888888888,8,14,4,11,4,7,8,9,3,5,7,4,1,2,4,22,0.5714285714285714,7.0,,129
260,Belmont ,27,73,19,42,8,31,5,10,15,21,13,6,2,8,17,67,0.0684931506849315,1.625,2022,9,25,7,18,2,7,3,5,3,4,4,2,2,1,5,22,0.25,4.0,1,Tennessee ,29,66,26,53,3,13,9,14,14,27,19,3,4,9,14,70,0.1363636363636363,2.111111111111111,10,18,10,18,1,6,6,8,6,5,8,1,3,4,4,20,0.5,8.0,,130
261,Tennessee ,29,66,26,53,3,13,9,14,14,27,19,3,4,9,14,70,0.1363636363636363,2.111111111111111,2022,10,18,10,18,1,6,6,8,6,5,8,1,3,4,4,20,0.5,8.0,0,Belmont ,27,73,19,42,8,31,5,10,15,21,13,6,2,8,17,67,0.0684931506849315,1.625,9,25,7,18,2,7,3,5,3,4,4,2,2,1,5,22,0.25,4.0,,130
262,Buffalo ,26,75,17,48,9,27,6,10,15,16,16,13,1,16,23,67,0.08,1.0,2022,10,28,5,15,5,13,2,2,8,4,7,7,1,7,4,25,0.2,3.5,1,Tennessee ,28,68,25,55,3,13,21,29,22,28,15,8,0,19,13,80,0.3088235294117647,0.7894736842105263,7,18,6,13,2,5,6,8,8,6,4,3,0,5,4,19,0.5,4.0,,131
263,Tennessee ,28,68,25,55,3,13,21,29,22,28,15,8,0,19,13,80,0.3088235294117647,0.7894736842105263,2022,7,18,6,13,2,5,6,8,8,6,4,3,0,5,4,19,0.5,4.0,0,Buffalo ,26,75,17,48,9,27,6,10,15,16,16,13,1,16,23,67,0.08,1.0,10,28,5,15,5,13,2,2,8,4,7,7,1,7,4,25,0.2,3.5,,131
264,Central Florida ,16,46,11,36,5,10,10,20,7,22,9,4,3,17,24,47,0.217391304347826,0.5294117647058824,2022,4,11,2,6,2,5,4,5,2,6,3,1,2,5,4,12,0.3636363636363636,0.6,1,Connecticut ,14,48,8,30,6,18,18,23,7,17,8,7,10,10,21,52,0.375,0.8,4,13,4,7,4,10,5,6,2,3,2,3,4,3,5,16,1.0,1.0,,132
265,Connecticut ,14,48,8,30,6,18,18,23,7,17,8,7,10,10,21,52,0.375,0.8,2022,4,13,4,7,4,10,5,6,2,3,2,3,4,3,5,16,1.0,1.0,0,Central Florida ,16,46,11,36,5,10,10,20,7,22,9,4,3,17,24,47,0.217391304347826,0.5294117647058824,4,11,2,6,2,5,4,5,2,6,3,1,2,5,4,12,0.3636363636363636,0.6,,132
266,Charlotte ,20,54,19,46,1,8,10,17,4,24,7,2,1,14,16,51,0.1851851851851851,0.5,2022,7,15,7,12,1,4,5,6,1,7,2,1,1,6,3,19,0.3571428571428571,2.0,1,Indiana ,35,64,31,50,4,14,11,15,5,31,23,8,1,6,11,85,0.171875,3.8333333333333335,9,15,9,14,2,5,5,6,2,6,6,3,0,2,3,19,0.625,5.0,,133
267,Indiana ,35,64,31,50,4,14,11,15,5,31,23,8,1,6,11,85,0.171875,3.8333333333333335,2022,9,15,9,14,2,5,5,6,2,6,6,3,0,2,3,19,0.625,5.0,0,Charlotte ,20,54,19,46,1,8,10,17,4,24,7,2,1,14,16,51,0.1851851851851851,0.5,7,15,7,12,1,4,5,6,1,7,2,1,1,6,3,19,0.3571428571428571,2.0,,133
268,Connecticut ,37,77,32,56,5,21,12,20,12,23,10,5,2,7,16,91,0.1558441558441558,1.4285714285714286,2022,10,22,9,14,2,8,6,7,5,6,4,2,1,3,5,27,0.4,2.0,1,NC State ,32,66,25,43,7,23,16,19,6,30,20,4,7,13,16,87,0.2424242424242424,1.5384615384615383,8,14,8,11,2,7,6,6,2,8,10,1,3,5,4,20,0.4285714285714285,10.0,,134
269,NC State ,32,66,25,43,7,23,16,19,6,30,20,4,7,13,16,87,0.2424242424242424,1.5384615384615383,2022,8,14,8,11,2,7,6,6,2,8,10,1,3,5,4,20,0.4285714285714285,10.0,0,Connecticut ,37,77,32,56,5,21,12,20,12,23,10,5,2,7,16,91,0.1558441558441558,1.4285714285714286,10,22,9,14,2,8,6,7,5,6,4,2,1,3,5,27,0.4,2.0,,134
270,Connecticut ,22,54,18,38,4,16,1,4,3,16,14,4,5,14,21,49,0.0185185185185185,1.0,2022,6,13,5,10,1,3,1,2,2,6,3,2,1,3,4,14,0.0769230769230769,2.0,1,South Carolina ,22,60,19,44,3,16,17,26,18,23,9,6,4,14,11,64,0.2833333333333333,0.6428571428571429,9,20,6,14,3,6,5,8,5,11,4,3,2,3,4,26,4.0,2.0,,135
271,South Carolina ,22,60,19,44,3,16,17,26,18,23,9,6,4,14,11,64,0.2833333333333333,0.6428571428571429,2022,9,20,6,14,3,6,5,8,5,11,4,3,2,3,4,26,4.0,2.0,0,Connecticut ,22,54,18,38,4,16,1,4,3,16,14,4,5,14,21,49,0.0185185185185185,1.0,6,13,5,10,1,3,1,2,2,6,3,2,1,3,4,14,0.0769230769230769,2.0,,135
272,Connecticut ,21,57,16,43,5,14,16,20,12,30,14,5,2,19,16,63,0.2807017543859649,0.7368421052631579,2022,7,13,7,12,2,6,4,5,5,5,5,2,1,5,4,14,0.6666666666666666,2.0,1,Stanford ,23,66,19,43,4,23,8,13,11,23,10,11,3,11,16,58,0.1212121212121212,0.9090909090909092,8,21,8,16,1,5,4,5,3,9,3,3,2,3,4,20,1.0,1.5,,136
273,Stanford ,23,66,19,43,4,23,8,13,11,23,10,11,3,11,16,58,0.1212121212121212,0.9090909090909092,2022,8,21,8,16,1,5,4,5,3,9,3,3,2,3,4,20,1.0,1.5,0,Connecticut ,21,57,16,43,5,14,16,20,12,30,14,5,2,19,16,63,0.2807017543859649,0.7368421052631579,7,13,7,12,2,6,4,5,5,5,5,2,1,5,4,14,0.6666666666666666,2.0,,136
274,Creighton ,29,57,21,38,8,19,18,20,7,23,15,3,2,15,11,84,0.3157894736842105,1.0,2022,5,11,5,8,2,4,6,6,2,5,3,2,1,5,4,16,0.6666666666666666,1.5,1,Colorado ,30,68,26,49,4,19,10,13,11,20,16,8,4,8,20,74,0.1470588235294117,2.0,11,17,9,11,2,6,3,5,4,5,5,2,2,2,4,27,0.3333333333333333,3.0,,137
275,Colorado ,30,68,26,49,4,19,10,13,11,20,16,8,4,8,20,74,0.1470588235294117,2.0,2022,11,17,9,11,2,6,3,5,4,5,5,2,2,2,4,27,0.3333333333333333,3.0,0,Creighton ,29,57,21,38,8,19,18,20,7,23,15,3,2,15,11,84,0.3157894736842105,1.0,5,11,5,8,2,4,6,6,2,5,3,2,1,5,4,16,0.6666666666666666,1.5,,137
276,Creighton ,24,67,14,33,10,34,6,10,15,32,15,3,6,14,12,64,0.0895522388059701,1.0714285714285714,2022,8,15,5,8,3,8,2,4,3,7,5,1,2,3,3,19,0.1666666666666666,5.0,1,Iowa ,25,70,20,48,5,22,7,8,7,25,18,9,5,5,10,62,0.1,3.6,12,20,12,20,3,10,4,4,4,8,11,2,2,1,3,27,0.2105263157894736,11.0,,138
277,Iowa ,25,70,20,48,5,22,7,8,7,25,18,9,5,5,10,62,0.1,3.6,2022,12,20,12,20,3,10,4,4,4,8,11,2,2,1,3,27,0.2105263157894736,11.0,0,Creighton ,24,67,14,33,10,34,6,10,15,32,15,3,6,14,12,64,0.0895522388059701,1.0714285714285714,8,15,5,8,3,8,2,4,3,7,5,1,2,3,3,19,0.1666666666666666,5.0,,138
278,Creighton ,26,58,15,33,11,25,13,16,5,27,15,4,2,10,17,76,0.2241379310344827,1.5,2022,5,9,3,6,3,6,6,8,1,7,4,2,1,3,4,19,0.75,2.0,1,Iowa State ,24,63,16,38,8,25,12,15,9,24,8,3,4,10,18,68,0.1904761904761904,0.8,10,16,8,11,3,6,7,7,2,7,6,1,1,3,3,22,0.6363636363636364,2.0,,139
279,Iowa State ,24,63,16,38,8,25,12,15,9,24,8,3,4,10,18,68,0.1904761904761904,0.8,2022,10,16,8,11,3,6,7,7,2,7,6,1,1,3,3,22,0.6363636363636364,2.0,0,Creighton ,26,58,15,33,11,25,13,16,5,27,15,4,2,10,17,76,0.2241379310344827,1.5,5,9,3,6,3,6,6,8,1,7,4,2,1,3,4,19,0.75,2.0,,139
280,Creighton ,21,56,14,35,7,21,1,5,4,13,17,3,0,11,20,50,0.0178571428571428,1.5454545454545454,2022,5,15,4,11,1,4,1,2,1,2,6,0,0,3,3,12,0.0666666666666666,3.0,1,South Carolina ,28,55,25,46,3,9,21,27,11,30,10,5,5,7,10,80,0.3818181818181818,1.4285714285714286,7,9,7,9,2,2,5,8,6,6,3,3,1,1,2,19,0.8333333333333334,1.0,,140
281,South Carolina ,28,55,25,46,3,9,21,27,11,30,10,5,5,7,10,80,0.3818181818181818,1.4285714285714286,2022,7,9,7,9,2,2,5,8,6,6,3,3,1,1,2,19,0.8333333333333334,1.0,0,Creighton ,21,56,14,35,7,21,1,5,4,13,17,3,0,11,20,50,0.0178571428571428,1.5454545454545454,5,15,4,11,1,4,1,2,1,2,6,0,0,3,3,12,0.0666666666666666,3.0,,140
282,Dayton ,23,64,17,46,6,18,2,4,7,20,14,6,4,14,19,54,0.03125,1.0,2022,9,20,7,18,2,5,1,2,2,5,4,1,2,5,4,21,0.05,2.0,1,Georgia ,24,60,23,54,1,6,21,30,15,29,17,7,6,15,7,70,0.35,1.1333333333333333,8,14,8,14,1,3,3,4,2,8,7,2,3,3,2,19,0.6666666666666666,2.333333333333333,,141
283,Georgia ,24,60,23,54,1,6,21,30,15,29,17,7,6,15,7,70,0.35,1.1333333333333333,2022,8,14,8,14,1,3,3,4,2,8,7,2,3,3,2,19,0.6666666666666666,2.333333333333333,0,Dayton ,23,64,17,46,6,18,2,4,7,20,14,6,4,14,19,54,0.03125,1.0,9,20,7,18,2,5,1,2,2,5,4,1,2,5,4,21,0.05,2.0,,141
284,Delaware ,28,78,21,53,7,25,8,9,13,15,11,6,2,10,15,71,0.1025641025641025,1.1,2022,12,32,11,28,2,5,6,7,5,5,5,3,1,3,4,31,0.25,2.5,1,Maryland ,38,64,28,44,10,20,16,17,10,27,19,7,3,10,10,102,0.25,1.9,10,14,10,13,5,7,5,5,3,6,6,3,1,3,3,24,0.4166666666666667,6.0,,142
285,Maryland ,38,64,28,44,10,20,16,17,10,27,19,7,3,10,10,102,0.25,1.9,2022,10,14,10,13,5,7,5,5,3,6,6,3,1,3,3,24,0.4166666666666667,6.0,0,Delaware ,28,78,21,53,7,25,8,9,13,15,11,6,2,10,15,71,0.1025641025641025,1.1,12,32,11,28,2,5,6,7,5,5,5,3,1,3,4,31,0.25,2.5,,142
286,Fairfield ,15,42,12,33,3,9,19,23,3,21,9,11,0,20,19,52,0.4523809523809524,0.45,2022,5,10,3,8,2,2,6,7,1,5,5,5,0,9,5,17,1.5,0.5555555555555556,1,Texas ,25,58,21,48,4,10,16,26,14,22,16,11,2,13,21,70,0.2758620689655172,1.2307692307692308,4,9,4,7,1,2,2,7,2,5,11,4,0,2,3,10,0.3333333333333333,5.5,,143
287,Texas ,25,58,21,48,4,10,16,26,14,22,16,11,2,13,21,70,0.2758620689655172,1.2307692307692308,2022,4,9,4,7,1,2,2,7,2,5,11,4,0,2,3,10,0.3333333333333333,5.5,0,Fairfield ,15,42,12,33,3,9,19,23,3,21,9,11,0,20,19,52,0.4523809523809524,0.45,5,10,3,8,2,2,6,7,1,5,5,5,0,9,5,17,1.5,0.5555555555555556,,143
288,Florida ,18,60,14,40,4,20,12,18,14,21,10,3,3,16,21,52,0.2,0.625,2022,7,15,7,11,2,8,5,6,3,8,6,1,1,5,5,17,0.6666666666666666,3.0,1,Central Florida ,28,62,26,53,2,9,11,17,7,24,19,7,9,5,18,69,0.1774193548387097,3.8,7,15,6,13,2,5,2,4,1,6,7,1,5,1,4,18,0.2222222222222222,7.0,,144
289,Central Florida ,28,62,26,53,2,9,11,17,7,24,19,7,9,5,18,69,0.1774193548387097,3.8,2022,7,15,6,13,2,5,2,4,1,6,7,1,5,1,4,18,0.2222222222222222,7.0,0,Florida ,18,60,14,40,4,20,12,18,14,21,10,3,3,16,21,52,0.2,0.625,7,15,7,11,2,8,5,6,3,8,6,1,1,5,5,17,0.6666666666666666,3.0,,144
290,Florida Gulf Coast ,25,65,14,30,11,35,4,6,8,23,14,6,1,15,21,65,0.0615384615384615,0.9333333333333332,2022,6,20,4,8,5,13,2,2,2,8,6,3,1,8,4,17,0.2222222222222222,4.0,1,Maryland ,30,59,23,43,7,16,22,30,7,29,12,8,2,10,14,89,0.3728813559322034,1.2,9,17,6,12,3,8,11,14,3,8,4,3,1,3,3,24,1.8333333333333333,1.0,,145
291,Maryland ,30,59,23,43,7,16,22,30,7,29,12,8,2,10,14,89,0.3728813559322034,1.2,2022,9,17,6,12,3,8,11,14,3,8,4,3,1,3,3,24,1.8333333333333333,1.0,0,Florida Gulf Coast ,25,65,14,30,11,35,4,6,8,23,14,6,1,15,21,65,0.0615384615384615,0.9333333333333332,6,20,4,8,5,13,2,2,2,8,6,3,1,8,4,17,0.2222222222222222,4.0,,145
292,Florida Gulf Coast ,30,64,15,26,15,38,9,11,2,25,19,7,1,3,18,84,0.140625,6.333333333333333,2022,8,18,6,10,3,9,4,6,1,7,9,3,1,1,5,22,1.0,9.0,1,Virginia Tech ,30,60,24,43,6,17,15,20,7,28,13,1,1,10,13,81,0.25,1.3,16,27,16,27,3,8,10,14,5,3,5,1,1,3,4,42,0.6666666666666666,2.0,,146
293,Virginia Tech ,30,60,24,43,6,17,15,20,7,28,13,1,1,10,13,81,0.25,1.3,2022,16,27,16,27,3,8,10,14,5,3,5,1,1,3,4,42,0.6666666666666666,2.0,0,Florida Gulf Coast ,30,64,15,26,15,38,9,11,2,25,19,7,1,3,18,84,0.140625,6.333333333333333,8,18,6,10,3,9,4,6,1,7,9,3,1,1,5,22,1.0,9.0,,146
294,Georgia ,19,62,15,46,4,16,2,2,9,25,13,7,13,15,18,44,0.032258064516129,0.8666666666666667,2022,8,17,8,15,2,6,2,2,2,8,2,2,5,3,2,16,0.1538461538461538,1.0,1,Iowa State ,22,60,13,37,9,23,14,20,7,31,13,8,3,12,8,67,0.2333333333333333,1.0833333333333333,5,14,4,10,4,9,6,6,3,9,9,3,1,4,3,20,0.6666666666666666,2.25,,147
295,Iowa State ,22,60,13,37,9,23,14,20,7,31,13,8,3,12,8,67,0.2333333333333333,1.0833333333333333,2022,5,14,4,10,4,9,6,6,3,9,9,3,1,4,3,20,0.6666666666666666,2.25,0,Georgia ,19,62,15,46,4,16,2,2,9,25,13,7,13,15,18,44,0.032258064516129,0.8666666666666667,8,17,8,15,2,6,2,2,2,8,2,2,5,3,2,16,0.1538461538461538,1.0,,147
296,Georgia Tech ,24,62,17,41,7,21,3,6,6,21,11,5,6,13,14,58,0.0483870967741935,0.8461538461538461,2022,8,12,6,12,2,6,2,4,3,10,4,4,3,4,4,18,0.2222222222222222,2.0,1,Kansas ,30,62,25,48,5,14,12,17,9,28,13,5,6,9,15,77,0.1935483870967742,1.4444444444444444,7,13,7,10,3,4,4,5,4,6,3,2,2,3,3,19,0.3076923076923077,3.0,,148
297,Kansas ,30,62,25,48,5,14,12,17,9,28,13,5,6,9,15,77,0.1935483870967742,1.4444444444444444,2022,7,13,7,10,3,4,4,5,4,6,3,2,2,3,3,19,0.3076923076923077,3.0,0,Georgia Tech ,24,62,17,41,7,21,3,6,6,21,11,5,6,13,14,58,0.0483870967741935,0.8461538461538461,8,12,6,12,2,6,2,4,3,10,4,4,3,4,4,18,0.2222222222222222,2.0,,148
298,Gonzaga ,19,50,15,30,4,20,17,20,12,22,10,5,3,17,15,59,0.34,0.5882352941176471,2022,5,11,5,10,2,7,5,5,4,5,2,1,1,6,3,14,0.5714285714285714,1.0,1,Louisville ,26,64,20,43,6,21,10,13,12,17,13,10,5,8,18,68,0.15625,1.625,8,17,5,11,3,6,6,7,5,6,3,5,2,1,4,21,0.4615384615384615,3.0,,149
299,Louisville ,26,64,20,43,6,21,10,13,12,17,13,10,5,8,18,68,0.15625,1.625,2022,8,17,5,11,3,6,6,7,5,6,3,5,2,1,4,21,0.4615384615384615,3.0,0,Gonzaga ,19,50,15,30,4,20,17,20,12,22,10,5,3,17,15,59,0.34,0.5882352941176471,5,11,5,10,2,7,5,5,4,5,2,1,1,6,3,14,0.5714285714285714,1.0,,149
300,Gonzaga ,26,56,21,39,5,17,11,14,8,27,14,7,4,13,16,68,0.1964285714285714,1.0769230769230769,2022,8,15,7,12,2,6,2,3,4,5,4,3,2,4,3,20,0.4,1.0,1,Nebraska ,18,56,9,34,9,22,10,17,11,19,10,6,3,10,14,55,0.1785714285714285,1.0,6,15,4,11,3,8,6,7,5,5,4,3,2,2,4,20,0.4,2.0,,150
301,Nebraska ,18,56,9,34,9,22,10,17,11,19,10,6,3,10,14,55,0.1785714285714285,1.0,2022,6,15,4,11,3,8,6,7,5,5,4,3,2,2,4,20,0.4,2.0,0,Gonzaga ,26,56,21,39,5,17,11,14,8,27,14,7,4,13,16,68,0.1964285714285714,1.0769230769230769,8,15,7,12,2,6,2,3,4,5,4,3,2,4,3,20,0.4,1.0,,150
302,Hawaii ,16,72,8,38,8,34,9,10,11,22,9,5,2,9,14,49,0.125,1.0,2022,8,20,2,6,6,15,7,7,3,11,3,1,1,3,3,29,0.35,3.0,1,Baylor ,35,66,28,45,7,21,12,19,12,43,21,5,3,10,10,89,0.1818181818181818,2.1,9,13,8,12,2,8,7,11,4,11,6,1,2,2,2,23,0.875,6.0,,151
303,Baylor ,35,66,28,45,7,21,12,19,12,43,21,5,3,10,10,89,0.1818181818181818,2.1,2022,9,13,8,12,2,8,7,11,4,11,6,1,2,2,2,23,0.875,6.0,0,Hawaii ,16,72,8,38,8,34,9,10,11,22,9,5,2,9,14,49,0.125,1.0,8,20,2,6,6,15,7,7,3,11,3,1,1,3,3,29,0.35,3.0,,151
304,Howard ,8,54,7,45,1,9,4,4,4,20,2,7,3,20,15,21,0.074074074074074,0.1,2022,2,13,2,12,0,3,4,4,2,4,1,1,1,4,2,8,0.3076923076923077,0.25,1,South Carolina ,28,79,20,41,8,38,15,21,26,33,20,12,5,14,6,79,0.189873417721519,1.4285714285714286,4,15,4,6,2,10,4,5,7,8,2,3,3,1,1,10,1.0,2.0,,152
305,South Carolina ,28,79,20,41,8,38,15,21,26,33,20,12,5,14,6,79,0.189873417721519,1.4285714285714286,2022,4,15,4,6,2,10,4,5,7,8,2,3,3,1,1,10,1.0,2.0,0,Howard ,8,54,7,45,1,9,4,4,4,20,2,7,3,20,15,21,0.074074074074074,0.1,2,13,2,12,0,3,4,4,2,4,1,1,1,4,2,8,0.3076923076923077,0.25,,152
306,Illinois State ,21,71,15,35,6,36,10,13,15,19,10,5,1,12,18,58,0.1408450704225352,0.8333333333333334,2022,10,21,9,18,3,11,4,5,5,4,3,2,1,2,4,25,0.4,3.0,1,Iowa ,33,55,21,29,12,26,20,21,1,31,25,10,4,11,18,98,0.3636363636363636,2.272727272727273,9,15,7,9,3,6,7,7,1,7,10,3,3,4,4,27,1.0,4.0,,153
307,Iowa ,33,55,21,29,12,26,20,21,1,31,25,10,4,11,18,98,0.3636363636363636,2.272727272727273,2022,9,15,7,9,3,6,7,7,1,7,10,3,3,4,4,27,1.0,4.0,0,Illinois State ,21,71,15,35,6,36,10,13,15,19,10,5,1,12,18,58,0.1408450704225352,0.8333333333333334,10,21,9,18,3,11,4,5,5,4,3,2,1,2,4,25,0.4,3.0,,153
308,IUPUI ,26,72,19,39,7,33,13,16,12,25,13,5,5,9,16,72,0.1805555555555555,1.4444444444444444,2022,6,15,6,15,2,11,8,8,8,5,6,2,1,4,5,18,0.6153846153846154,6.0,1,Oklahoma ,27,63,19,40,8,23,16,24,8,32,16,7,4,10,15,78,0.2539682539682539,1.6,9,14,9,14,4,10,8,9,3,8,4,3,2,2,5,22,0.7272727272727273,3.0,,154
309,Oklahoma ,27,63,19,40,8,23,16,24,8,32,16,7,4,10,15,78,0.2539682539682539,1.6,2022,9,14,9,14,4,10,8,9,3,8,4,3,2,2,5,22,0.7272727272727273,3.0,0,IUPUI ,26,72,19,39,7,33,13,16,12,25,13,5,5,9,16,72,0.1805555555555555,1.4444444444444444,6,15,6,15,2,11,8,8,8,5,6,2,1,4,5,18,0.6153846153846154,6.0,,154
310,Jackson State ,25,68,17,53,8,15,19,29,12,28,11,5,4,15,23,77,0.2794117647058823,0.7333333333333333,2022,5,13,4,13,4,6,7,11,3,9,4,1,2,4,5,21,0.6363636363636364,4.0,1,Louisiana State ,30,74,28,65,2,9,21,31,9,28,18,10,9,11,20,83,0.2837837837837837,1.6363636363636365,12,23,12,22,2,5,8,13,5,9,8,4,7,3,5,26,0.4,5.0,,155
311,Louisiana State ,30,74,28,65,2,9,21,31,9,28,18,10,9,11,20,83,0.2837837837837837,1.6363636363636365,2022,12,23,12,22,2,5,8,13,5,9,8,4,7,3,5,26,0.4,5.0,0,Jackson State ,25,68,17,53,8,15,19,29,12,28,11,5,4,15,23,77,0.2794117647058823,0.7333333333333333,5,13,4,13,4,6,7,11,3,9,4,1,2,4,5,21,0.6363636363636364,4.0,,155
312,Kansas ,26,58,21,47,5,11,8,10,5,17,10,3,4,18,18,65,0.1379310344827586,0.5555555555555556,2022,6,16,6,13,2,3,3,5,3,5,4,1,3,4,4,13,0.75,2.0,1,Stanford ,34,60,21,34,13,26,10,11,9,23,19,11,5,14,13,91,0.1666666666666666,1.3571428571428572,14,21,8,10,6,11,2,2,3,9,4,6,2,3,3,36,0.5,2.0,,156
313,Stanford ,34,60,21,34,13,26,10,11,9,23,19,11,5,14,13,91,0.1666666666666666,1.3571428571428572,2022,14,21,8,10,6,11,2,2,3,9,4,6,2,3,3,36,0.5,2.0,0,Kansas ,26,58,21,47,5,11,8,10,5,17,10,3,4,18,18,65,0.1379310344827586,0.5555555555555556,6,16,6,13,2,3,3,5,3,5,4,1,3,4,4,13,0.75,2.0,,156
314,Kansas State ,19,49,12,24,7,25,12,14,4,18,9,5,2,16,14,57,0.2448979591836734,0.5625,2022,6,14,5,10,3,10,3,4,2,6,3,4,1,5,4,17,0.5,2.0,1,NC State ,35,64,26,45,9,19,10,16,8,22,16,9,1,6,13,89,0.15625,2.6666666666666665,8,11,7,8,3,7,3,3,1,5,4,1,0,1,2,18,3.0,4.0,,157
315,NC State ,35,64,26,45,9,19,10,16,8,22,16,9,1,6,13,89,0.15625,2.6666666666666665,2022,8,11,7,8,3,7,3,3,1,5,4,1,0,1,2,18,3.0,4.0,0,Kansas State ,19,49,12,24,7,25,12,14,4,18,9,5,2,16,14,57,0.2448979591836734,0.5625,6,14,5,10,3,10,3,4,2,6,3,4,1,5,4,17,0.5,2.0,,157
316,Kansas State ,14,53,11,39,3,14,19,22,6,30,7,6,3,11,11,50,0.3584905660377358,0.6363636363636364,2022,5,11,5,11,1,4,10,12,2,13,2,1,1,2,4,20,0.9090909090909092,1.0,1,Washington State ,14,56,11,34,3,22,9,14,8,31,5,2,2,17,23,40,0.1607142857142857,0.2941176470588235,7,18,6,11,1,7,5,6,3,11,2,1,1,4,4,20,1.0,1.0,,158
317,Washington State ,14,56,11,34,3,22,9,14,8,31,5,2,2,17,23,40,0.1607142857142857,0.2941176470588235,2022,7,18,6,11,1,7,5,6,3,11,2,1,1,4,4,20,1.0,1.0,0,Kansas State ,14,53,11,39,3,14,19,22,6,30,7,6,3,11,11,50,0.3584905660377358,0.6363636363636364,5,11,5,11,1,4,10,12,2,13,2,1,1,2,4,20,0.9090909090909092,1.0,,158
318,Longwood ,23,69,14,37,9,32,13,16,15,21,9,4,2,14,18,68,0.1884057971014492,0.6428571428571429,2022,8,20,5,14,5,13,4,4,4,6,6,2,1,4,3,25,0.2,1.5,1,NC State ,36,72,28,47,8,25,16,22,18,26,15,9,5,12,19,96,0.2222222222222222,1.25,7,9,5,6,3,7,7,8,5,4,5,3,1,3,3,16,1.4,1.0,,159
319,NC State ,36,72,28,47,8,25,16,22,18,26,15,9,5,12,19,96,0.2222222222222222,1.25,2022,7,9,5,6,3,7,7,8,5,4,5,3,1,3,3,16,1.4,1.0,0,Longwood ,23,69,14,37,9,32,13,16,15,21,9,4,2,14,18,68,0.1884057971014492,0.6428571428571429,8,20,5,14,5,13,4,4,4,6,6,2,1,4,3,25,0.2,1.5,,159
