,TEAM,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,index_OPP,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,WIN,GAME_ID
435,St. John's ,21,54,19,46,2,8,27,33,11,26,10,5,4,19,28,71,0.5,0.5263157894736842,2010,8,21,8,21,1,4,11,15,5,12,4,3,1,6,4,27,2.25,1.0,0,Southern California ,20,60,16,48,4,12,24,31,11,23,11,9,2,13,26,68,0.4,0.8461538461538461,5,16,3,9,2,7,12,13,4,7,4,3,1,4,4,24,1.0,4.0,True,217
436,St. John's ,19,54,16,44,3,10,10,19,12,22,16,6,1,16,23,51,0.1851851851851851,1.0,2010,9,19,9,19,1,3,5,8,3,6,5,2,0,3,3,23,1.0,5.0,1,Tennessee ,24,53,22,49,2,4,17,25,12,28,10,11,4,15,16,67,0.320754716981132,0.6666666666666666,10,14,9,13,1,2,6,6,5,8,3,4,1,3,3,21,3.0,1.5,False,218
437,Tennessee ,24,53,22,49,2,4,17,25,12,28,10,11,4,15,16,67,0.320754716981132,0.6666666666666666,2010,10,14,9,13,1,2,6,6,5,8,3,4,1,3,3,21,3.0,1.5,0,St. John's ,19,54,16,44,3,10,10,19,12,22,16,6,1,16,23,51,0.1851851851851851,1.0,9,19,9,19,1,3,5,8,3,6,5,2,0,3,3,23,1.0,5.0,True,218
438,Stanford ,21,55,15,30,6,25,8,10,8,20,14,5,2,13,16,56,0.1454545454545454,1.0769230769230769,2010,5,14,4,9,2,5,4,6,3,7,5,2,1,4,4,16,0.3333333333333333,2.5,1,Connecticut ,27,54,23,39,4,15,17,24,8,22,15,10,5,7,10,75,0.3148148148148148,2.142857142857143,5,12,5,8,2,6,9,11,2,7,4,5,2,2,3,18,0.9,4.0,False,219
439,Connecticut ,27,54,23,39,4,15,17,24,8,22,15,10,5,7,10,75,0.3148148148148148,2.142857142857143,2010,5,12,5,8,2,6,9,11,2,7,4,5,2,2,3,18,0.9,4.0,0,Stanford ,21,55,15,30,6,25,8,10,8,20,14,5,2,13,16,56,0.1454545454545454,1.0769230769230769,5,14,4,9,2,5,4,6,3,7,5,2,1,4,4,16,0.3333333333333333,2.5,True,219
440,Syracuse ,21,63,16,38,5,25,12,16,13,23,6,4,4,23,24,59,0.1904761904761904,0.2608695652173913,2010,5,19,2,9,3,10,2,2,3,4,1,2,1,6,4,15,0.4,0.5,1,Kentucky ,21,58,17,46,4,12,18,28,14,21,12,15,6,15,19,64,0.3103448275862069,0.8,6,10,6,10,3,4,11,12,3,4,3,3,2,5,4,17,1.5714285714285714,1.0,False,220
441,Kentucky ,21,58,17,46,4,12,18,28,14,21,12,15,6,15,19,64,0.3103448275862069,0.8,2010,6,10,6,10,3,4,11,12,3,4,3,3,2,5,4,17,1.5714285714285714,1.0,0,Syracuse ,21,63,16,38,5,25,12,16,13,23,6,4,4,23,24,59,0.1904761904761904,0.2608695652173913,5,19,2,9,3,10,2,2,3,4,1,2,1,6,4,15,0.4,0.5,True,220
442,Tennessee-Martin ,18,47,11,25,7,22,15,21,3,24,12,4,1,10,16,58,0.3191489361702128,1.2,2010,7,16,7,10,3,10,6,8,1,7,4,2,1,3,4,19,0.4,1.5,1,North Carolina ,20,58,17,40,3,18,17,23,14,26,9,4,5,10,19,60,0.293103448275862,0.9,6,14,5,11,1,3,3,4,3,6,2,1,3,3,3,14,1.0,0.6666666666666666,False,221
443,North Carolina ,20,58,17,40,3,18,17,23,14,26,9,4,5,10,19,60,0.293103448275862,0.9,2010,6,14,5,11,1,3,3,4,3,6,2,1,3,3,3,14,1.0,0.6666666666666666,0,Tennessee-Martin ,18,47,11,25,7,22,15,21,3,24,12,4,1,10,16,58,0.3191489361702128,1.2,7,16,7,10,3,10,6,8,1,7,4,2,1,3,4,19,0.4,1.5,True,221
444,Texas ,21,58,13,37,8,21,14,17,12,18,12,7,4,14,22,64,0.2413793103448276,0.8571428571428571,2010,5,14,3,7,2,7,6,6,6,4,2,3,3,4,5,13,0.6,1.0,1,Maryland ,25,58,23,51,2,7,17,22,11,25,17,5,1,15,18,69,0.293103448275862,1.1333333333333333,5,13,5,13,0,1,6,9,5,10,5,1,0,4,4,16,2.0,1.25,False,222
445,Maryland ,25,58,23,51,2,7,17,22,11,25,17,5,1,15,18,69,0.293103448275862,1.1333333333333333,2010,5,13,5,13,0,1,6,9,5,10,5,1,0,4,4,16,2.0,1.25,0,Texas ,21,58,13,37,8,21,14,17,12,18,12,7,4,14,22,64,0.2413793103448276,0.8571428571428571,5,14,3,7,2,7,6,6,6,4,2,3,3,4,5,13,0.6,1.0,True,222
446,Texas A&M ,24,68,22,59,2,9,4,9,12,21,9,4,2,8,12,54,0.0588235294117647,1.125,2010,7,21,7,20,2,6,2,5,3,6,3,1,2,3,3,14,0.2,0.6666666666666666,1,Connecticut ,27,56,20,38,7,18,8,9,7,28,20,5,10,10,13,69,0.1428571428571428,2.0,7,17,6,13,3,9,6,6,3,9,7,2,8,3,4,17,1.2,4.0,False,223
447,Connecticut ,27,56,20,38,7,18,8,9,7,28,20,5,10,10,13,69,0.1428571428571428,2.0,2010,7,17,6,13,3,9,6,6,3,9,7,2,8,3,4,17,1.2,4.0,0,Texas A&M ,24,68,22,59,2,9,4,9,12,21,9,4,2,8,12,54,0.0588235294117647,1.125,7,21,7,20,2,6,2,5,3,6,3,1,2,3,3,14,0.2,0.6666666666666666,True,223
448,Western Kentucky ,28,59,20,39,8,20,10,13,4,18,21,5,1,7,24,74,0.1694915254237288,3.0,2010,10,16,9,14,4,8,5,6,3,9,7,3,0,3,4,23,0.3571428571428571,3.5,1,Baylor ,30,60,24,42,6,18,21,31,11,26,24,5,4,9,19,87,0.35,2.6666666666666665,11,20,11,13,4,8,10,16,6,8,9,3,1,4,4,32,1.0,2.0,False,224
449,Baylor ,30,60,24,42,6,18,21,31,11,26,24,5,4,9,19,87,0.35,2.6666666666666665,2010,11,20,11,13,4,8,10,16,6,8,9,3,1,4,4,32,1.0,2.0,0,Western Kentucky ,28,59,20,39,8,20,10,13,4,18,21,5,1,7,24,74,0.1694915254237288,3.0,10,16,9,14,4,8,5,6,3,9,7,3,0,3,4,23,0.3571428571428571,3.5,True,224
450,Wichita State ,18,54,11,31,7,23,13,14,7,20,10,3,2,7,20,56,0.2407407407407407,1.4285714285714286,2010,5,16,5,11,5,10,6,6,2,6,3,2,2,3,4,19,2.0,1.0,1,Penn State ,26,59,23,48,3,11,7,15,14,28,11,4,3,15,16,62,0.1186440677966101,0.7333333333333333,8,18,7,13,3,8,3,6,6,9,4,2,2,3,4,22,0.2142857142857142,2.0,False,225
451,Penn State ,26,59,23,48,3,11,7,15,14,28,11,4,3,15,16,62,0.1186440677966101,0.7333333333333333,2010,8,18,7,13,3,8,3,6,6,9,4,2,2,3,4,22,0.2142857142857142,2.0,0,Wichita State ,18,54,11,31,7,23,13,14,7,20,10,3,2,7,20,56,0.2407407407407407,1.4285714285714286,5,16,5,11,5,10,6,6,2,6,3,2,2,3,4,19,2.0,1.0,True,225
452,Winthrop ,15,55,6,32,9,23,6,7,7,15,11,6,1,17,16,45,0.109090909090909,0.6470588235294118,2010,7,20,4,15,4,10,5,6,2,5,6,2,1,6,4,22,0.3333333333333333,2.0,1,Duke ,34,63,28,48,6,15,13,17,14,29,21,13,7,13,11,87,0.2063492063492063,1.6153846153846154,6,12,5,11,4,6,4,4,4,6,6,5,3,3,2,20,0.3636363636363636,2.0,False,226
453,Duke ,34,63,28,48,6,15,13,17,14,29,21,13,7,13,11,87,0.2063492063492063,1.6153846153846154,2010,6,12,5,11,4,6,4,4,4,6,6,5,3,3,2,20,0.3636363636363636,2.0,0,Winthrop ,15,55,6,32,9,23,6,7,7,15,11,6,1,17,16,45,0.109090909090909,0.6470588235294118,7,20,4,15,4,10,5,6,2,5,6,2,1,6,4,22,0.3333333333333333,2.0,True,226
454,Wright State ,19,83,16,65,3,18,19,32,20,15,2,9,4,12,14,60,0.2289156626506024,0.1666666666666666,2010,5,20,4,17,1,8,7,9,10,5,1,2,1,3,4,16,0.6,0.5,1,Kentucky ,44,80,37,66,7,14,11,15,15,45,19,4,12,22,22,106,0.1375,0.8636363636363636,6,11,6,11,1,4,3,3,5,9,2,1,5,6,3,14,0.4,2.0,False,227
455,Kentucky ,44,80,37,66,7,14,11,15,15,45,19,4,12,22,22,106,0.1375,0.8636363636363636,2010,6,11,6,11,1,4,3,3,5,9,2,1,5,6,3,14,0.4,2.0,0,Wright State ,19,83,16,65,3,18,19,32,20,15,2,9,4,12,14,60,0.2289156626506024,0.1666666666666666,5,20,4,17,1,8,7,9,10,5,1,2,1,3,4,16,0.6,0.5,True,227
456,Alabama State ,18,56,11,38,7,18,6,9,13,14,9,7,3,32,22,49,0.1071428571428571,0.28125,2010,5,15,3,9,3,8,2,2,4,5,3,2,3,5,4,14,0.1818181818181818,1.0,1,Florida State ,31,59,27,50,4,9,25,29,12,25,22,18,5,15,9,91,0.423728813559322,1.4666666666666666,7,12,5,8,2,4,5,6,3,7,10,5,2,3,3,16,1.25,5.0,False,228
457,Florida State ,31,59,27,50,4,9,25,29,12,25,22,18,5,15,9,91,0.423728813559322,1.4666666666666666,2010,7,12,5,8,2,4,5,6,3,7,10,5,2,3,3,16,1.25,5.0,0,Alabama State ,18,56,11,38,7,18,6,9,13,14,9,7,3,32,22,49,0.1071428571428571,0.28125,5,15,3,9,3,8,2,2,4,5,3,2,3,5,4,14,0.1818181818181818,1.0,True,228
458,Albany ,19,63,15,48,4,15,10,14,11,16,14,16,1,11,17,52,0.1587301587301587,1.2727272727272727,2010,7,21,7,21,2,7,4,5,4,6,4,8,1,3,5,17,0.8,2.0,1,Duke ,20,45,13,33,7,12,7,15,11,32,13,8,11,26,13,54,0.1555555555555555,0.5,7,13,5,10,6,11,5,10,6,10,3,3,9,6,3,20,0.5555555555555556,1.5,False,229
459,Duke ,20,45,13,33,7,12,7,15,11,32,13,8,11,26,13,54,0.1555555555555555,0.5,2010,7,13,5,10,6,11,5,10,6,10,3,3,9,6,3,20,0.5555555555555556,1.5,0,Albany ,19,63,15,48,4,15,10,14,11,16,14,16,1,11,17,52,0.1587301587301587,1.2727272727272727,7,21,7,21,2,7,4,5,4,6,4,8,1,3,5,17,0.8,2.0,True,229
460,American ,24,55,12,27,12,28,7,8,10,18,18,7,4,14,15,67,0.1272727272727272,1.2857142857142858,2010,8,13,7,10,5,9,6,6,4,6,9,4,2,6,5,23,0.4615384615384615,1.5,1,Iowa ,25,51,16,35,9,16,16,18,3,20,14,6,2,9,10,75,0.3137254901960784,1.5555555555555556,6,13,6,10,4,5,6,6,2,11,8,2,1,3,2,18,1.2,4.0,False,230
461,Iowa ,25,51,16,35,9,16,16,18,3,20,14,6,2,9,10,75,0.3137254901960784,1.5555555555555556,2010,6,13,6,10,4,5,6,6,2,11,8,2,1,3,2,18,1.2,4.0,0,American ,24,55,12,27,12,28,7,8,10,18,18,7,4,14,15,67,0.1272727272727272,1.2857142857142858,8,13,7,10,5,9,6,6,4,6,9,4,2,6,5,23,0.4615384615384615,1.5,True,230
462,Arizona State ,21,43,16,31,5,12,18,22,5,16,12,11,2,22,15,65,0.4186046511627907,0.5454545454545454,2010,5,11,5,8,3,6,9,9,1,7,4,3,1,5,5,22,1.125,2.0,1,Florida State ,28,57,25,51,3,6,7,12,11,17,10,11,3,20,18,66,0.1228070175438596,0.5,10,16,9,15,2,4,5,6,3,4,4,4,1,5,3,21,0.7142857142857143,1.0,False,231
463,Florida State ,28,57,25,51,3,6,7,12,11,17,10,11,3,20,18,66,0.1228070175438596,0.5,2010,10,16,9,15,2,4,5,6,3,4,4,4,1,5,3,21,0.7142857142857143,1.0,0,Arizona State ,21,43,16,31,5,12,18,22,5,16,12,11,2,22,15,65,0.4186046511627907,0.5454545454545454,5,11,5,8,3,6,9,9,1,7,4,3,1,5,5,22,1.125,2.0,True,231
464,Arkansas ,15,61,13,45,2,16,12,19,13,12,11,10,1,9,19,44,0.1967213114754098,1.2222222222222223,2010,6,18,6,11,1,8,6,8,4,5,8,3,1,3,4,15,0.6666666666666666,2.6666666666666665,1,Baylor ,24,49,20,39,4,10,21,28,13,29,22,8,11,16,18,73,0.4285714285714285,1.375,8,13,8,13,1,3,6,9,3,10,12,2,8,2,3,21,2.0,6.0,False,232
465,Baylor ,24,49,20,39,4,10,21,28,13,29,22,8,11,16,18,73,0.4285714285714285,1.375,2010,8,13,8,13,1,3,6,9,3,10,12,2,8,2,3,21,2.0,6.0,0,Arkansas ,15,61,13,45,2,16,12,19,13,12,11,10,1,9,19,44,0.1967213114754098,1.2222222222222223,6,18,6,11,1,8,6,8,4,5,8,3,1,3,4,15,0.6666666666666666,2.6666666666666665,True,232
466,Baylor ,29,69,26,60,3,9,7,9,11,23,19,8,1,11,18,68,0.1014492753623188,1.7272727272727273,2010,11,19,11,19,1,4,4,5,4,10,10,2,0,4,4,26,0.2105263157894736,0.6666666666666666,1,Notre Dame ,30,63,25,56,5,7,12,24,12,25,16,6,7,11,12,77,0.1904761904761904,1.4545454545454546,10,18,10,17,4,4,4,7,4,6,7,4,2,4,3,23,0.4444444444444444,2.0,False,233
467,Notre Dame ,30,63,25,56,5,7,12,24,12,25,16,6,7,11,12,77,0.1904761904761904,1.4545454545454546,2010,10,18,10,17,4,4,4,7,4,6,7,4,2,4,3,23,0.4444444444444444,2.0,0,Baylor ,29,69,26,60,3,9,7,9,11,23,19,8,1,11,18,68,0.1014492753623188,1.7272727272727273,11,19,11,19,1,4,4,5,4,10,10,2,0,4,4,26,0.2105263157894736,0.6666666666666666,True,233
468,Boise State ,23,57,14,32,9,25,6,7,4,18,13,7,3,12,16,61,0.1052631578947368,1.0833333333333333,2010,9,12,6,7,3,7,2,2,1,3,10,5,2,7,4,22,0.3333333333333333,1.4285714285714286,1,Tennessee ,26,62,21,49,5,13,15,21,16,26,17,8,3,13,14,72,0.2419354838709677,1.3076923076923077,9,13,9,11,3,9,6,8,3,8,5,3,1,5,4,24,0.5454545454545454,3.0,False,234
469,Tennessee ,26,62,21,49,5,13,15,21,16,26,17,8,3,13,14,72,0.2419354838709677,1.3076923076923077,2010,9,13,9,11,3,9,6,8,3,8,5,3,1,5,4,24,0.5454545454545454,3.0,0,Boise State ,23,57,14,32,9,25,6,7,4,18,13,7,3,12,16,61,0.1052631578947368,1.0833333333333333,9,12,6,7,3,7,2,2,1,3,10,5,2,7,4,22,0.3333333333333333,1.4285714285714286,True,234
470,Brigham Young ,21,48,20,37,1,11,10,14,6,19,10,4,2,30,23,53,0.2083333333333333,0.3333333333333333,2010,7,14,7,13,1,3,2,5,4,6,2,1,1,11,4,15,0.25,0.5,1,Louisville ,28,61,25,46,3,15,27,34,12,18,19,24,6,12,19,86,0.4426229508196721,1.5833333333333333,8,12,8,12,2,9,3,4,3,5,4,3,2,2,4,19,1.0,2.0,False,235
471,Louisville ,28,61,25,46,3,15,27,34,12,18,19,24,6,12,19,86,0.4426229508196721,1.5833333333333333,2010,8,12,8,12,2,9,3,4,3,5,4,3,2,2,4,19,1.0,2.0,0,Brigham Young ,21,48,20,37,1,11,10,14,6,19,10,4,2,30,23,53,0.2083333333333333,0.3333333333333333,7,14,7,13,1,3,2,5,4,6,2,1,1,11,4,15,0.25,0.5,True,235
472,Cal State Northridge ,25,69,19,45,6,24,4,5,11,16,6,8,3,12,19,60,0.0579710144927536,0.5,2010,11,23,8,17,3,6,2,2,3,3,4,4,1,4,4,27,0.0869565217391304,1.0,1,Stanford ,25,49,21,38,4,11,19,25,3,28,11,5,6,12,9,73,0.3877551020408163,0.9166666666666666,6,11,5,8,3,4,5,6,1,5,4,2,3,3,2,17,1.0,2.0,False,236
473,Stanford ,25,49,21,38,4,11,19,25,3,28,11,5,6,12,9,73,0.3877551020408163,0.9166666666666666,2010,6,11,5,8,3,4,5,6,1,5,4,2,3,3,2,17,1.0,2.0,0,Cal State Northridge ,25,69,19,45,6,24,4,5,11,16,6,8,3,12,19,60,0.0579710144927536,0.5,11,23,8,17,3,6,2,2,3,3,4,4,1,4,4,27,0.0869565217391304,1.0,True,236
474,Dayton ,28,62,18,43,10,19,4,5,7,18,12,4,5,15,16,70,0.064516129032258,0.8,2010,5,10,4,8,4,6,1,2,2,4,5,2,2,4,4,14,0.2,2.5,1,Connecticut ,34,69,25,49,9,20,14,19,16,22,13,7,5,9,10,91,0.2028985507246377,1.4444444444444444,9,18,9,14,7,10,6,8,6,12,6,3,4,4,3,27,0.3333333333333333,1.5,False,237
475,Connecticut ,34,69,25,49,9,20,14,19,16,22,13,7,5,9,10,91,0.2028985507246377,1.4444444444444444,2010,9,18,9,14,7,10,6,8,6,12,6,3,4,4,3,27,0.3333333333333333,1.5,0,Dayton ,28,62,18,43,10,19,4,5,7,18,12,4,5,15,16,70,0.064516129032258,0.8,5,10,4,8,4,6,1,2,2,4,5,2,2,4,4,14,0.2,2.5,True,237
476,Dayton ,30,53,19,35,11,18,28,31,3,35,16,1,9,24,31,99,0.5283018867924528,0.6666666666666666,2010,9,13,6,9,3,6,7,7,2,13,3,1,6,6,5,28,0.5454545454545454,1.0,1,Kentucky ,33,76,29,63,4,13,24,38,15,19,12,11,4,5,25,94,0.3157894736842105,2.4,12,21,10,18,2,3,6,9,2,4,3,5,2,2,5,29,0.5,0.5,True,238
477,Kentucky ,33,76,29,63,4,13,24,38,15,19,12,11,4,5,25,94,0.3157894736842105,2.4,2010,12,21,10,18,2,3,6,9,2,4,3,5,2,2,5,29,0.5,0.5,0,Dayton ,30,53,19,35,11,18,28,31,3,35,16,1,9,24,31,99,0.5283018867924528,0.6666666666666666,9,13,6,9,3,6,7,7,2,13,3,1,6,6,5,28,0.5454545454545454,1.0,False,238
478,Dayton ,27,53,25,43,2,10,26,30,9,28,8,5,7,18,19,82,0.490566037735849,0.4444444444444444,2010,5,9,5,9,1,3,15,15,3,8,5,1,4,4,5,26,1.875,1.25,1,Louisville ,23,73,22,58,1,15,19,23,20,16,11,10,2,9,24,66,0.2602739726027397,1.2222222222222223,6,23,6,14,1,9,5,5,4,3,2,2,1,4,4,14,0.7142857142857143,1.0,True,239
479,Louisville ,23,73,22,58,1,15,19,23,20,16,11,10,2,9,24,66,0.2602739726027397,1.2222222222222223,2010,6,23,6,14,1,9,5,5,4,3,2,2,1,4,4,14,0.7142857142857143,1.0,0,Dayton ,27,53,25,43,2,10,26,30,9,28,8,5,7,18,19,82,0.490566037735849,0.4444444444444444,5,9,5,9,1,3,15,15,3,8,5,1,4,4,5,26,1.875,1.25,False,239
480,DePaul ,29,72,21,38,8,34,13,15,11,15,20,14,2,11,16,79,0.1805555555555555,1.818181818181818,2010,8,16,5,9,3,8,4,5,3,5,6,4,2,3,4,23,0.2666666666666666,2.5,1,Minnesota ,26,52,21,37,5,15,15,19,11,31,15,9,2,26,15,72,0.2884615384615384,0.5769230769230769,7,12,7,11,3,6,7,8,8,14,8,4,1,7,4,21,0.6363636363636364,1.6,True,240
481,Minnesota ,26,52,21,37,5,15,15,19,11,31,15,9,2,26,15,72,0.2884615384615384,0.5769230769230769,2010,7,12,7,11,3,6,7,8,8,14,8,4,1,7,4,21,0.6363636363636364,1.6,0,DePaul ,29,72,21,38,8,34,13,15,11,15,20,14,2,11,16,79,0.1805555555555555,1.818181818181818,8,16,5,9,3,8,4,5,3,5,6,4,2,3,4,23,0.2666666666666666,2.5,False,240
482,DePaul ,25,70,15,36,10,34,7,9,10,20,15,6,2,12,17,67,0.1,1.25,2010,7,16,5,11,2,9,4,4,4,7,5,2,2,4,4,19,0.25,3.0,1,Notre Dame ,29,64,22,49,7,15,14,18,13,33,19,8,6,18,10,79,0.21875,1.0555555555555556,6,15,6,12,5,7,4,4,4,8,7,3,3,5,3,19,0.5,7.0,False,241
483,Notre Dame ,29,64,22,49,7,15,14,18,13,33,19,8,6,18,10,79,0.21875,1.0555555555555556,2010,6,15,6,12,5,7,4,4,4,8,7,3,3,5,3,19,0.5,7.0,0,DePaul ,25,70,15,36,10,34,7,9,10,20,15,6,2,12,17,67,0.1,1.25,7,16,5,11,2,9,4,4,4,7,5,2,2,4,4,19,0.25,3.0,True,241
484,Duke ,21,50,18,41,3,9,10,10,6,17,8,8,1,13,15,55,0.2,0.6153846153846154,2010,8,15,8,13,2,4,5,5,3,6,2,3,1,3,3,18,0.625,1.0,1,Maryland ,23,52,15,33,8,19,11,13,9,21,17,4,2,13,10,65,0.2115384615384615,1.3076923076923077,10,15,8,13,4,6,3,3,3,7,7,1,1,2,3,24,0.375,7.0,False,242
485,Maryland ,23,52,15,33,8,19,11,13,9,21,17,4,2,13,10,65,0.2115384615384615,1.3076923076923077,2010,10,15,8,13,4,6,3,3,3,7,7,1,1,2,3,24,0.375,7.0,0,Duke ,21,50,18,41,3,9,10,10,6,17,8,8,1,13,15,55,0.2,0.6153846153846154,8,15,8,13,2,4,5,5,3,6,2,3,1,3,3,18,0.625,1.0,True,242
486,Florida Gulf Coast ,17,55,10,30,7,25,6,9,2,18,11,7,4,11,12,47,0.109090909090909,1.0,2010,3,14,3,11,2,9,2,2,1,4,3,3,4,4,4,9,0.2,2.0,1,Florida State ,25,54,20,36,5,18,10,14,8,34,12,4,2,17,14,65,0.1851851851851851,0.7058823529411765,5,9,4,7,2,4,4,6,2,12,6,1,1,5,3,11,1.3333333333333333,1.2,False,243
487,Florida State ,25,54,20,36,5,18,10,14,8,34,12,4,2,17,14,65,0.1851851851851851,0.7058823529411765,2010,5,9,4,7,2,4,4,6,2,12,6,1,1,5,3,11,1.3333333333333333,1.2,0,Florida Gulf Coast ,17,55,10,30,7,25,6,9,2,18,11,7,4,11,12,47,0.109090909090909,1.0,3,14,3,11,2,9,2,2,1,4,3,3,4,4,4,9,0.2,2.0,True,243
488,Florida State ,25,59,17,43,8,16,16,21,13,16,13,4,1,12,26,74,0.2711864406779661,1.0833333333333333,2010,5,14,5,12,2,5,6,8,6,6,4,1,1,4,5,13,1.5,4.0,1,South Carolina ,30,49,28,44,2,5,18,27,5,18,14,6,5,11,18,80,0.3673469387755102,1.2727272727272727,8,14,7,12,1,2,4,5,1,5,5,4,2,3,4,21,4.0,3.0,False,244
489,South Carolina ,30,49,28,44,2,5,18,27,5,18,14,6,5,11,18,80,0.3673469387755102,1.2727272727272727,2010,8,14,7,12,1,2,4,5,1,5,5,4,2,3,4,21,4.0,3.0,0,Florida State ,25,59,17,43,8,16,16,21,13,16,13,4,1,12,26,74,0.2711864406779661,1.0833333333333333,5,14,5,12,2,5,6,8,6,6,4,1,1,4,5,13,1.5,4.0,True,244
490,Gonzaga ,22,52,13,34,9,18,29,34,9,27,16,10,7,16,25,82,0.5576923076923077,1.0,2010,5,15,4,14,2,4,8,9,2,6,3,4,2,4,4,19,1.0,2.0,1,George Washington ,22,75,17,56,5,19,20,32,23,22,14,10,5,19,24,69,0.2666666666666666,0.7368421052631579,5,17,5,15,3,9,3,5,7,7,3,2,2,5,5,13,1.5,1.0,True,245
491,George Washington ,22,75,17,56,5,19,20,32,23,22,14,10,5,19,24,69,0.2666666666666666,0.7368421052631579,2010,5,17,5,15,3,9,3,5,7,7,3,2,2,5,5,13,1.5,1.0,0,Gonzaga ,22,52,13,34,9,18,29,34,9,27,16,10,7,16,25,82,0.5576923076923077,1.0,5,15,4,14,2,4,8,9,2,6,3,4,2,4,4,19,1.0,2.0,False,245
492,Gonzaga ,29,58,27,49,2,9,16,21,9,20,10,11,2,13,14,76,0.2758620689655172,0.7692307692307693,2010,6,15,6,15,1,2,5,7,5,5,3,4,1,3,4,14,0.7142857142857143,1.0,1,Oregon State ,21,51,12,24,9,27,13,20,9,17,13,8,4,18,19,64,0.2549019607843137,0.7222222222222222,7,15,4,7,4,10,6,8,4,6,6,4,3,6,4,24,0.5,2.0,True,246
493,Oregon State ,21,51,12,24,9,27,13,20,9,17,13,8,4,18,19,64,0.2549019607843137,0.7222222222222222,2010,7,15,4,7,4,10,6,8,4,6,6,4,3,6,4,24,0.5,2.0,0,Gonzaga ,29,58,27,49,2,9,16,21,9,20,10,11,2,13,14,76,0.2758620689655172,0.7692307692307693,6,15,6,15,1,2,5,7,5,5,3,4,1,3,4,14,0.7142857142857143,1.0,False,246
494,Gonzaga ,28,61,24,52,4,9,9,13,11,24,14,5,7,16,21,69,0.1475409836065573,0.875,2010,12,19,12,19,4,6,3,4,3,9,5,4,1,4,4,24,0.3,1.3333333333333333,1,Tennessee ,23,71,17,52,6,19,21,22,21,20,8,5,3,10,18,73,0.2957746478873239,0.8,7,17,7,15,3,8,8,8,7,9,4,2,1,2,4,22,1.1666666666666667,2.0,False,247
495,Tennessee ,23,71,17,52,6,19,21,22,21,20,8,5,3,10,18,73,0.2957746478873239,0.8,2010,7,17,7,15,3,8,8,8,7,9,4,2,1,2,4,22,1.1666666666666667,2.0,0,Gonzaga ,28,61,24,52,4,9,9,13,11,24,14,5,7,16,21,69,0.1475409836065573,0.875,12,19,12,19,4,6,3,4,3,9,5,4,1,4,4,24,0.3,1.3333333333333333,True,247
496,Green Bay ,27,66,19,39,8,27,8,10,5,14,17,8,2,6,21,70,0.1212121212121212,2.833333333333333,2010,8,21,5,12,5,9,4,4,3,5,6,2,1,2,4,21,0.2857142857142857,3.0,1,Princeton ,25,55,16,39,9,16,21,26,15,30,18,3,2,19,12,80,0.3818181818181818,0.9473684210526316,7,15,6,15,4,6,6,6,6,14,5,1,0,4,3,20,0.625,2.5,False,248
497,Princeton ,25,55,16,39,9,16,21,26,15,30,18,3,2,19,12,80,0.3818181818181818,0.9473684210526316,2010,7,15,6,15,4,6,6,6,6,14,5,1,0,4,3,20,0.625,2.5,0,Green Bay ,27,66,19,39,8,27,8,10,5,14,17,8,2,6,21,70,0.1212121212121212,2.833333333333333,8,21,5,12,5,9,4,4,3,5,6,2,1,2,4,21,0.2857142857142857,3.0,True,248
498,Iowa ,28,69,21,46,7,23,3,7,9,21,15,4,6,8,17,66,0.0434782608695652,1.875,2010,8,15,8,14,2,10,1,2,5,5,14,2,5,4,4,16,0.0666666666666666,14.0,1,Baylor ,31,66,28,56,3,10,16,18,12,27,22,3,5,8,9,81,0.2424242424242424,2.75,9,17,9,17,1,4,6,6,7,6,16,1,2,3,3,23,0.4615384615384615,1.0,False,249
499,Baylor ,31,66,28,56,3,10,16,18,12,27,22,3,5,8,9,81,0.2424242424242424,2.75,2010,9,17,9,17,1,4,6,6,7,6,16,1,2,3,3,23,0.4615384615384615,1.0,0,Iowa ,28,69,21,46,7,23,3,7,9,21,15,4,6,8,17,66,0.0434782608695652,1.875,8,15,8,14,2,10,1,2,5,5,14,2,5,4,4,16,0.0666666666666666,14.0,True,249
