,TEAM,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,index_OPP,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,WIN,GAME_ID
10,Chattanooga ,23,60,13,26,10,34,7,11,10,30,12,4,1,23,17,63,0.1166666666666666,0.5217391304347826,2010,6,13,6,12,4,8,2,5,3,8,3,2,1,5,4,15,1.0,0.6666666666666666,1,Oklahoma State ,27,70,27,55,0,15,16,23,13,23,19,13,3,10,14,70,0.2285714285714285,1.9,9,25,9,20,0,5,7,10,4,5,10,3,1,4,3,25,0.6666666666666666,10.0,False,5
11,Oklahoma State ,27,70,27,55,0,15,16,23,13,23,19,13,3,10,14,70,0.2285714285714285,1.9,2010,9,25,9,20,0,5,7,10,4,5,10,3,1,4,3,25,0.6666666666666666,10.0,0,Chattanooga ,23,60,13,26,10,34,7,11,10,30,12,4,1,23,17,63,0.1166666666666666,0.5217391304347826,6,13,6,12,4,8,2,5,3,8,3,2,1,5,4,15,1.0,0.6666666666666666,True,5
12,Cleveland State ,22,59,20,44,2,15,12,16,10,22,15,8,1,24,17,58,0.2033898305084746,0.625,2010,12,23,11,18,1,5,6,7,4,6,8,4,1,6,4,31,1.0,1.6,1,Notre Dame ,33,64,30,53,3,11,17,23,10,28,25,13,2,14,15,86,0.265625,1.7857142857142858,5,12,4,9,1,4,5,5,2,6,8,3,1,5,4,13,1.25,4.0,False,6
13,Notre Dame ,33,64,30,53,3,11,17,23,10,28,25,13,2,14,15,86,0.265625,1.7857142857142858,2010,5,12,4,9,1,4,5,5,2,6,8,3,1,5,4,13,1.25,4.0,0,Cleveland State ,22,59,20,44,2,15,12,16,10,22,15,8,1,24,17,58,0.2033898305084746,0.625,12,23,11,18,1,5,6,7,4,6,8,4,1,6,4,31,1.0,1.6,True,6
14,Dayton ,27,65,23,52,4,13,6,10,8,25,9,6,5,15,16,64,0.0923076923076923,0.6,2010,8,11,8,9,2,3,2,3,2,9,3,1,2,3,5,17,0.25,1.0,1,Tennessee ,41,76,35,65,6,11,4,12,15,28,20,10,10,9,16,92,0.0526315789473684,2.2222222222222223,8,16,8,16,3,4,1,3,4,8,7,3,6,2,4,17,0.1428571428571428,4.0,False,7
15,Tennessee ,41,76,35,65,6,11,4,12,15,28,20,10,10,9,16,92,0.0526315789473684,2.2222222222222223,2010,8,16,8,16,3,4,1,3,4,8,7,3,6,2,4,17,0.1428571428571428,4.0,0,Dayton ,27,65,23,52,4,13,6,10,8,25,9,6,5,15,16,64,0.0923076923076923,0.6,8,11,8,9,2,3,2,3,2,9,3,1,2,3,5,17,0.25,1.0,True,7
16,DePaul ,31,76,24,57,7,19,7,11,14,22,18,8,5,16,25,76,0.0921052631578947,1.125,2010,10,19,8,14,3,6,3,4,5,4,5,2,3,3,5,24,0.2307692307692307,1.6666666666666667,1,Vanderbilt ,28,63,23,41,5,22,22,33,11,28,21,9,2,16,17,83,0.3492063492063492,1.3125,7,14,7,11,3,8,9,11,4,8,6,3,1,5,3,26,0.6428571428571429,3.0,False,8
17,Vanderbilt ,28,63,23,41,5,22,22,33,11,28,21,9,2,16,17,83,0.3492063492063492,1.3125,2010,7,14,7,11,3,8,9,11,4,8,6,3,1,5,3,26,0.6428571428571429,3.0,0,DePaul ,31,76,24,57,7,19,7,11,14,22,18,8,5,16,25,76,0.0921052631578947,1.125,10,19,8,14,3,6,3,4,5,4,5,2,3,3,5,24,0.2307692307692307,1.6666666666666667,True,8
18,East Tennessee State ,28,64,13,33,15,31,11,17,11,19,16,8,3,15,19,82,0.171875,1.0666666666666669,2010,11,18,6,10,5,8,4,7,3,6,7,2,0,5,4,30,0.3636363636363636,3.5,1,Xavier ,36,82,29,56,7,26,15,19,25,25,21,11,7,14,15,94,0.1829268292682926,1.5,15,23,15,21,2,11,7,10,13,8,8,3,5,5,4,31,1.0,4.0,False,9
19,Xavier ,36,82,29,56,7,26,15,19,25,25,21,11,7,14,15,94,0.1829268292682926,1.5,2010,15,23,15,21,2,11,7,10,13,8,8,3,5,5,4,31,1.0,4.0,0,East Tennessee State ,28,64,13,33,15,31,11,17,11,19,16,8,3,15,19,82,0.171875,1.0666666666666669,11,18,6,10,5,8,4,7,3,6,7,2,0,5,4,30,0.3636363636363636,3.5,True,9
20,Florida State ,18,63,14,49,4,14,10,15,11,16,10,2,3,17,17,50,0.1587301587301587,0.5882352941176471,2010,6,14,6,14,1,5,3,4,4,4,6,1,2,5,5,15,0.2727272727272727,1.2,1,Connecticut ,32,60,26,48,6,12,20,25,12,28,23,7,8,17,16,90,0.3333333333333333,1.3529411764705883,8,16,8,16,2,4,4,8,5,9,7,2,4,4,2,22,0.3333333333333333,7.0,False,10
21,Connecticut ,32,60,26,48,6,12,20,25,12,28,23,7,8,17,16,90,0.3333333333333333,1.3529411764705883,2010,8,16,8,16,2,4,4,8,5,9,7,2,4,4,2,22,0.3333333333333333,7.0,0,Florida State ,18,63,14,49,4,14,10,15,11,16,10,2,3,17,17,50,0.1587301587301587,0.5882352941176471,6,14,6,14,1,5,3,4,4,4,6,1,2,5,5,15,0.2727272727272727,1.2,True,10
22,Fresno State ,21,61,11,27,10,34,3,5,15,19,12,4,1,18,18,55,0.0491803278688524,0.6666666666666666,2010,5,17,3,6,3,11,1,1,4,3,3,4,0,6,5,13,0.3333333333333333,2.0,1,Baylor ,28,57,27,52,1,5,12,19,10,24,22,6,2,12,12,69,0.2105263157894736,1.8333333333333333,6,16,6,16,1,2,6,11,4,6,11,2,2,3,2,18,0.5,5.0,False,11
23,Baylor ,28,57,27,52,1,5,12,19,10,24,22,6,2,12,12,69,0.2105263157894736,1.8333333333333333,2010,6,16,6,16,1,2,6,11,4,6,11,2,2,3,2,18,0.5,5.0,0,Fresno State ,21,61,11,27,10,34,3,5,15,19,12,4,1,18,18,55,0.0491803278688524,0.6666666666666666,5,17,3,6,3,11,1,1,4,3,3,4,0,6,5,13,0.3333333333333333,2.0,True,11
24,Georgetown ,12,70,9,52,3,18,6,10,15,23,9,8,5,13,24,33,0.0857142857142857,0.6923076923076923,2010,3,14,3,12,1,7,5,6,3,5,1,2,2,3,4,9,0.3571428571428571,1.0,1,Baylor ,16,42,16,38,0,4,17,27,7,37,10,8,16,20,10,49,0.4047619047619047,0.5,5,9,5,9,0,3,6,7,3,13,5,3,14,6,3,11,0.75,4.0,False,12
25,Baylor ,16,42,16,38,0,4,17,27,7,37,10,8,16,20,10,49,0.4047619047619047,0.5,2010,5,9,5,9,0,3,6,7,3,13,5,3,14,6,3,11,0.75,4.0,0,Georgetown ,12,70,9,52,3,18,6,10,15,23,9,8,5,13,24,33,0.0857142857142857,0.6923076923076923,3,14,3,12,1,7,5,6,3,5,1,2,2,3,4,9,0.3571428571428571,1.0,True,12
26,Georgia ,21,63,13,37,8,26,24,37,22,29,13,2,7,12,21,74,0.3809523809523809,1.0833333333333333,2010,7,21,5,12,3,9,11,13,9,7,4,1,2,3,5,27,0.75,2.0,1,Oklahoma State ,20,66,14,49,6,17,25,30,13,23,10,6,3,8,24,71,0.3787878787878788,1.25,9,31,7,21,3,10,11,14,3,8,7,4,1,2,5,31,2.0,3.5,True,13
27,Oklahoma State ,20,66,14,49,6,17,25,30,13,23,10,6,3,8,24,71,0.3787878787878788,1.25,2010,9,31,7,21,3,10,11,14,3,8,7,4,1,2,5,31,2.0,3.5,0,Georgia ,21,63,13,37,8,26,24,37,22,29,13,2,7,12,21,74,0.3809523809523809,1.0833333333333333,7,21,5,12,3,9,11,13,9,7,4,1,2,3,5,27,0.75,2.0,False,13
28,Georgia ,12,59,8,37,4,22,8,13,8,23,4,5,6,12,17,36,0.135593220338983,0.3333333333333333,2010,2,12,2,11,1,5,3,4,2,5,2,2,3,3,4,7,0.2727272727272727,1.0,1,Stanford ,28,66,23,49,5,17,12,15,16,33,19,4,3,11,10,73,0.1818181818181818,1.7272727272727273,6,13,6,12,2,6,5,5,5,10,5,2,2,2,2,17,0.4166666666666667,5.0,False,14
29,Stanford ,28,66,23,49,5,17,12,15,16,33,19,4,3,11,10,73,0.1818181818181818,1.7272727272727273,2010,6,13,6,12,2,6,5,5,5,10,5,2,2,2,2,17,0.4166666666666667,5.0,0,Georgia ,12,59,8,37,4,22,8,13,8,23,4,5,6,12,17,36,0.135593220338983,0.3333333333333333,2,12,2,11,1,5,3,4,2,5,2,2,3,3,4,7,0.2727272727272727,1.0,True,14
30,Gonzaga ,26,59,20,47,6,12,14,18,10,26,15,11,8,17,12,72,0.2372881355932203,0.8823529411764706,2010,8,14,7,13,3,6,6,8,3,7,6,3,4,11,5,23,0.4285714285714285,2.5,1,Texas A&M ,30,66,27,56,3,10,8,15,13,25,16,15,8,18,15,71,0.1212121212121212,0.8888888888888888,8,12,7,11,1,3,1,2,4,10,5,4,2,7,3,17,0.0909090909090909,5.0,True,15
31,Texas A&M ,30,66,27,56,3,10,8,15,13,25,16,15,8,18,15,71,0.1212121212121212,0.8888888888888888,2010,8,12,7,11,1,3,1,2,4,10,5,4,2,7,3,17,0.0909090909090909,5.0,0,Gonzaga ,26,59,20,47,6,12,14,18,10,26,15,11,8,17,12,72,0.2372881355932203,0.8823529411764706,8,14,7,13,3,6,6,8,3,7,6,3,4,11,5,23,0.4285714285714285,2.5,False,15
32,Gonzaga ,21,59,18,47,3,12,11,15,8,16,13,12,5,16,14,56,0.1864406779661017,0.8125,2010,4,12,4,12,3,6,5,6,2,5,11,5,2,6,3,12,1.0,1.8333333333333333,1,Xavier ,28,58,21,43,7,15,11,16,13,25,17,8,5,21,13,74,0.1896551724137931,0.8095238095238095,10,13,10,13,2,2,3,4,8,9,6,4,2,6,3,22,0.375,2.5,False,16
33,Xavier ,28,58,21,43,7,15,11,16,13,25,17,8,5,21,13,74,0.1896551724137931,0.8095238095238095,2010,10,13,10,13,2,2,3,4,8,9,6,4,2,6,3,22,0.375,2.5,0,Gonzaga ,21,59,18,47,3,12,11,15,8,16,13,12,5,16,14,56,0.1864406779661017,0.8125,4,12,4,12,3,6,5,6,2,5,11,5,2,6,3,12,1.0,1.8333333333333333,True,16
34,Green Bay ,20,48,14,31,6,17,10,10,4,26,15,3,2,18,20,56,0.2083333333333333,0.8333333333333334,2010,10,13,6,8,4,5,5,5,1,5,3,1,1,6,5,29,0.8,0.5,1,Iowa State ,19,51,11,27,8,24,14,21,8,23,13,5,3,9,12,60,0.2745098039215686,1.4444444444444444,5,18,3,7,3,11,6,8,3,5,7,2,2,2,4,15,0.5,3.5,False,17
35,Iowa State ,19,51,11,27,8,24,14,21,8,23,13,5,3,9,12,60,0.2745098039215686,1.4444444444444444,2010,5,18,3,7,3,11,6,8,3,5,7,2,2,2,4,15,0.5,3.5,0,Green Bay ,20,48,14,31,6,17,10,10,4,26,15,3,2,18,20,56,0.2083333333333333,0.8333333333333334,10,13,6,8,4,5,5,5,1,5,3,1,1,6,5,29,0.8,0.5,True,17
36,Green Bay ,16,44,13,31,3,13,34,40,8,27,10,9,1,30,23,69,0.7727272727272727,0.3333333333333333,2010,5,10,5,9,0,3,13,15,4,7,3,4,1,6,5,23,1.625,1.0,1,Virginia ,25,67,23,57,2,10,15,23,14,20,10,22,3,19,28,67,0.2238805970149253,0.5263157894736842,14,27,13,24,1,3,5,6,3,6,2,6,2,4,4,34,0.1851851851851851,2.0,True,18
37,Virginia ,25,67,23,57,2,10,15,23,14,20,10,22,3,19,28,67,0.2238805970149253,0.5263157894736842,2010,14,27,13,24,1,3,5,6,3,6,2,6,2,4,4,34,0.1851851851851851,2.0,0,Green Bay ,16,44,13,31,3,13,34,40,8,27,10,9,1,30,23,69,0.7727272727272727,0.3333333333333333,5,10,5,9,0,3,13,15,4,7,3,4,1,6,5,23,1.625,1.0,False,18
38,Hampton ,15,56,11,41,4,15,3,8,7,19,4,6,4,16,20,37,0.0535714285714285,0.25,2010,3,13,3,13,1,5,1,2,1,5,3,2,3,6,5,8,0.1,0.5,1,Duke ,26,57,22,44,4,13,16,22,12,33,15,10,7,11,11,72,0.2807017543859649,1.3636363636363635,6,9,5,7,1,3,3,4,2,5,4,3,2,3,2,13,0.3333333333333333,3.0,False,19
39,Duke ,26,57,22,44,4,13,16,22,12,33,15,10,7,11,11,72,0.2807017543859649,1.3636363636363635,2010,6,9,5,7,1,3,3,4,2,5,4,3,2,3,2,13,0.3333333333333333,3.0,0,Hampton ,15,56,11,41,4,15,3,8,7,19,4,6,4,16,20,37,0.0535714285714285,0.25,3,13,3,13,1,5,1,2,1,5,3,2,3,6,5,8,0.1,0.5,True,19
40,Hartford ,16,54,13,37,3,17,4,7,6,23,12,7,5,14,18,39,0.074074074074074,0.8571428571428571,2010,5,9,5,8,0,5,2,4,4,4,3,2,3,4,4,12,0.2222222222222222,1.0,1,Louisiana State ,18,56,17,49,1,7,23,30,17,25,9,7,4,13,9,60,0.4107142857142857,0.6923076923076923,5,11,5,11,1,1,10,11,4,6,4,3,1,3,2,20,0.9090909090909092,1.3333333333333333,False,20
41,Louisiana State ,18,56,17,49,1,7,23,30,17,25,9,7,4,13,9,60,0.4107142857142857,0.6923076923076923,2010,5,11,5,11,1,1,10,11,4,6,4,3,1,3,2,20,0.9090909090909092,1.3333333333333333,0,Hartford ,16,54,13,37,3,17,4,7,6,23,12,7,5,14,18,39,0.074074074074074,0.8571428571428571,5,9,5,8,0,5,2,4,4,4,3,2,3,4,4,12,0.2222222222222222,1.0,True,20
42,Iowa ,27,61,20,38,7,23,6,9,10,17,13,5,2,14,13,67,0.0983606557377049,0.9285714285714286,2010,11,16,9,13,2,6,3,4,1,6,3,2,1,5,4,27,0.3333333333333333,1.5,1,Stanford ,36,64,25,46,11,18,13,19,14,19,26,6,4,16,11,96,0.203125,1.625,9,14,9,14,7,9,5,6,5,4,7,2,2,4,2,26,0.6666666666666666,7.0,False,21
43,Stanford ,36,64,25,46,11,18,13,19,14,19,26,6,4,16,11,96,0.203125,1.625,2010,9,14,9,14,7,9,5,6,5,4,7,2,2,4,2,26,0.6666666666666666,7.0,0,Iowa ,27,61,20,38,7,23,6,9,10,17,13,5,2,14,13,67,0.0983606557377049,0.9285714285714286,11,16,9,13,2,6,3,4,1,6,3,2,1,5,4,27,0.3333333333333333,1.5,True,21
44,Iowa State ,15,53,9,28,6,25,0,0,5,23,10,3,1,17,11,36,0.0,0.5882352941176471,2010,4,14,4,8,2,6,0,0,3,6,3,2,1,5,2,10,0.0,0.6,1,Connecticut ,26,66,15,40,11,26,11,13,11,29,22,7,6,9,10,74,0.1666666666666666,2.4444444444444446,9,15,5,13,5,7,6,7,3,5,4,3,2,1,2,25,0.4615384615384615,4.0,False,22
45,Connecticut ,26,66,15,40,11,26,11,13,11,29,22,7,6,9,10,74,0.1666666666666666,2.4444444444444446,2010,9,15,5,13,5,7,6,7,3,5,4,3,2,1,2,25,0.4615384615384615,4.0,0,Iowa State ,15,53,9,28,6,25,0,0,5,23,10,3,1,17,11,36,0.0,0.5882352941176471,4,14,4,8,2,6,0,0,3,6,3,2,1,5,2,10,0.0,0.6,True,22
46,James Madison ,21,59,17,41,4,18,7,15,15,23,9,11,1,19,14,53,0.1186440677966101,0.4736842105263157,2010,6,20,4,11,2,9,4,4,4,6,3,3,1,7,3,18,0.3,0.2857142857142857,1,Temple ,24,57,18,40,6,17,11,16,10,20,11,10,7,17,12,65,0.1929824561403508,0.6470588235294118,6,15,5,10,2,5,2,5,4,8,5,6,3,6,4,15,0.25,2.5,False,23
47,Temple ,24,57,18,40,6,17,11,16,10,20,11,10,7,17,12,65,0.1929824561403508,0.6470588235294118,2010,6,15,5,10,2,5,2,5,4,8,5,6,3,6,4,15,0.25,2.5,0,James Madison ,21,59,17,41,4,18,7,15,15,23,9,11,1,19,14,53,0.1186440677966101,0.4736842105263157,6,20,4,11,2,9,4,4,4,6,3,3,1,7,3,18,0.3,0.2857142857142857,True,23
48,Kentucky ,31,62,23,46,8,16,6,12,11,22,15,10,3,15,21,76,0.0967741935483871,1.0,2010,9,18,7,14,3,6,4,9,2,5,7,4,2,5,4,21,0.3076923076923077,7.0,1,Nebraska ,24,51,19,39,5,12,14,20,5,15,10,5,2,16,15,67,0.2745098039215686,0.625,8,13,7,12,2,5,5,8,4,8,3,1,2,4,5,22,0.4166666666666667,0.75,True,24
49,Nebraska ,24,51,19,39,5,12,14,20,5,15,10,5,2,16,15,67,0.2745098039215686,0.625,2010,8,13,7,12,2,5,5,8,4,8,3,1,2,4,5,22,0.4166666666666667,0.75,0,Kentucky ,31,62,23,46,8,16,6,12,11,22,15,10,3,15,21,76,0.0967741935483871,1.0,9,18,7,14,3,6,4,9,2,5,7,4,2,5,4,21,0.3076923076923077,7.0,False,24
50,Kentucky ,23,70,21,53,2,17,20,22,18,13,6,12,0,14,17,68,0.2857142857142857,0.4285714285714285,2010,10,18,10,18,1,7,11,12,8,5,3,4,0,8,4,31,0.6111111111111112,1.5,1,Oklahoma ,32,52,27,37,5,15,19,21,8,27,15,8,2,21,18,88,0.3653846153846153,0.7142857142857143,12,17,9,11,3,7,4,5,3,11,6,5,1,6,5,31,0.3636363636363636,1.0,False,25
51,Oklahoma ,32,52,27,37,5,15,19,21,8,27,15,8,2,21,18,88,0.3653846153846153,0.7142857142857143,2010,12,17,9,11,3,7,4,5,3,11,6,5,1,6,5,31,0.3636363636363636,1.0,0,Kentucky ,23,70,21,53,2,17,20,22,18,13,6,12,0,14,17,68,0.2857142857142857,0.4285714285714285,10,18,10,18,1,7,11,12,8,5,3,4,0,8,4,31,0.6111111111111112,1.5,True,25
52,Lamar ,16,52,11,31,5,21,6,10,4,24,11,7,2,21,17,43,0.1153846153846153,0.5238095238095238,2010,6,13,6,11,3,10,3,4,3,7,4,3,1,7,5,15,1.0,0.75,1,West Virginia ,22,58,18,38,4,20,10,19,15,30,12,13,1,22,12,58,0.1724137931034483,0.5454545454545454,6,17,5,11,2,8,2,4,5,8,6,5,1,6,4,15,0.4,1.5,False,26
53,West Virginia ,22,58,18,38,4,20,10,19,15,30,12,13,1,22,12,58,0.1724137931034483,0.5454545454545454,2010,6,17,5,11,2,8,2,4,5,8,6,5,1,6,4,15,0.4,1.5,0,Lamar ,16,52,11,31,5,21,6,10,4,24,11,7,2,21,17,43,0.1153846153846153,0.5238095238095238,6,13,6,11,3,10,3,4,3,7,4,3,1,7,5,15,1.0,0.75,True,26
54,Lehigh ,11,50,6,27,5,23,15,17,6,17,6,8,6,17,18,42,0.3,0.3529411764705882,2010,4,11,4,8,2,8,4,5,3,5,2,3,2,3,3,12,0.4,1.0,1,Iowa State ,29,59,22,42,7,17,14,15,13,31,16,5,3,15,16,79,0.2372881355932203,1.0666666666666669,9,16,8,15,2,6,8,8,4,6,7,2,1,3,4,21,1.3333333333333333,2.333333333333333,False,27
55,Iowa State ,29,59,22,42,7,17,14,15,13,31,16,5,3,15,16,79,0.2372881355932203,1.0666666666666669,2010,9,16,8,15,2,6,8,8,4,6,7,2,1,3,4,21,1.3333333333333333,2.333333333333333,0,Lehigh ,11,50,6,27,5,23,15,17,6,17,6,8,6,17,18,42,0.3,0.3529411764705882,4,11,4,8,2,8,4,5,3,5,2,3,2,3,3,12,0.4,1.0,True,27
56,Liberty ,32,64,30,55,2,9,11,16,16,19,8,8,1,20,25,77,0.171875,0.4,2010,9,14,8,11,1,3,5,7,7,7,4,2,1,8,5,24,0.3571428571428571,0.5,1,Kentucky ,25,49,18,38,7,11,26,36,9,17,15,16,2,15,17,83,0.5306122448979592,1.0,9,15,7,12,4,7,12,17,2,6,7,5,1,5,4,32,1.0,3.0,False,28
57,Kentucky ,25,49,18,38,7,11,26,36,9,17,15,16,2,15,17,83,0.5306122448979592,1.0,2010,9,15,7,12,4,7,12,17,2,6,7,5,1,5,4,32,1.0,3.0,0,Liberty ,32,64,30,55,2,9,11,16,16,19,8,8,1,20,25,77,0.171875,0.4,9,14,8,11,1,3,5,7,7,7,4,2,1,8,5,24,0.3571428571428571,0.5,True,28
58,Little Rock ,20,47,14,34,6,13,17,26,4,25,15,11,2,15,14,63,0.3617021276595745,1.0,2010,6,17,5,17,4,7,5,8,2,10,6,4,1,3,5,21,0.5,4.0,1,Georgia Tech ,23,62,22,55,1,7,6,8,13,22,7,9,4,16,20,53,0.0967741935483871,0.4375,10,22,10,22,1,3,6,7,4,11,3,3,2,4,4,26,0.2727272727272727,1.5,True,29
59,Georgia Tech ,23,62,22,55,1,7,6,8,13,22,7,9,4,16,20,53,0.0967741935483871,0.4375,2010,10,22,10,22,1,3,6,7,4,11,3,3,2,4,4,26,0.2727272727272727,1.5,0,Little Rock ,20,47,14,34,6,13,17,26,4,25,15,11,2,15,14,63,0.3617021276595745,1.0,6,17,5,17,4,7,5,8,2,10,6,4,1,3,5,21,0.5,4.0,False,29
60,Little Rock ,19,51,19,35,0,16,6,12,5,16,9,11,1,19,16,44,0.1176470588235294,0.4736842105263157,2010,9,17,9,17,0,9,3,5,2,4,4,4,1,6,4,20,0.6,0.6666666666666666,1,Oklahoma ,23,47,22,40,1,7,13,15,8,22,11,6,1,22,10,60,0.2765957446808511,0.5,8,12,8,12,0,3,5,6,6,5,4,4,1,6,4,19,0.625,1.5,False,30
