,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,FG%,2P%,3P%,FT%,RB_O2D,WIN,GAME_ID
226,Texas ,0,0,15,22,13,9,6,11,15,65,0.0,1.181818181818182,2011,8,17,5,14,3,7,0,0,5,9,5,2,4,3,3,19,0.0,1.6666666666666667,Marquette ,25,56,20,41,5,15,13,14,4,21,9,7,7,13,6,68,0.2321428571428571,0.6923076923076923,7,17,7,13,3,7,5,6,3,8,3,3,5,4,2,19,0.3333333333333333,3.0,0.3918918918918919,0.4,0.3684210526315789,0.0,0.6818181818181818,False,113
227,Marquette ,13,14,4,21,9,7,7,13,6,68,0.2321428571428571,0.6923076923076923,2011,7,17,7,13,3,7,5,6,3,8,3,3,5,4,2,19,0.3333333333333333,3.0,Texas ,29,74,22,55,7,19,0,0,15,22,13,9,6,11,15,65,0.0,1.181818181818182,8,17,5,14,3,7,0,0,5,9,5,2,4,3,3,19,0.0,1.6666666666666667,0.44642857142857145,0.4878048780487805,0.3333333333333333,0.9285714285714286,0.19047619047619047,True,113
228,Texas A&M ,14,20,11,22,9,11,2,12,16,58,0.2295081967213114,0.75,2011,7,15,5,10,2,5,6,9,6,8,4,5,1,3,3,22,0.4,1.3333333333333333,Baylor ,15,48,14,42,1,6,15,25,10,25,7,2,4,19,18,46,0.3125,0.3684210526315789,6,18,6,18,1,2,8,15,3,7,4,1,2,4,3,20,0.4444444444444444,2.0,0.3442622950819672,0.4318181818181818,0.11764705882352941,0.7,0.5,True,114
229,Baylor ,15,25,10,25,7,2,4,19,18,46,0.3125,0.3684210526315789,2011,6,18,6,18,1,2,8,15,3,7,4,1,2,4,3,20,0.4444444444444444,2.0,Texas A&M ,21,61,19,44,2,17,14,20,11,22,9,11,2,12,16,58,0.2295081967213114,0.75,7,15,5,10,2,5,6,9,6,8,4,5,1,3,3,22,0.4,1.3333333333333333,0.3125,0.3333333333333333,0.16666666666666666,0.6,0.4,False,114
230,Texas A&M ,10,10,8,14,10,7,5,12,19,63,0.1538461538461538,0.8333333333333334,2011,8,19,7,12,4,8,5,5,3,5,6,4,2,6,4,18,0.8,1.0,Stanford ,23,46,20,40,3,6,13,19,5,25,13,8,8,21,18,62,0.2826086956521739,0.6190476190476191,10,15,10,15,3,4,11,14,3,10,4,2,4,7,5,31,0.7333333333333333,2.0,0.35384615384615387,0.35555555555555557,0.35,1.0,0.5714285714285714,True,115
231,Stanford ,13,19,5,25,13,8,8,21,18,62,0.2826086956521739,0.6190476190476191,2011,10,15,10,15,3,4,11,14,3,10,4,2,4,7,5,31,0.7333333333333333,2.0,Texas A&M ,23,65,16,45,7,20,10,10,8,14,10,7,5,12,19,63,0.1538461538461538,0.8333333333333334,8,19,7,12,4,8,5,5,3,5,6,4,2,6,4,18,0.8,1.0,0.5,0.5,0.5,0.6842105263157895,0.2,False,115
232,UC Davis ,9,12,2,17,13,3,0,15,14,59,0.1914893617021276,0.8666666666666667,2011,8,15,7,14,1,4,4,4,1,6,3,1,0,2,4,17,1.0,1.5,Stanford ,31,56,18,34,13,22,11,12,6,24,28,8,1,12,11,86,0.1964285714285714,2.333333333333333,9,12,9,12,4,6,4,4,2,6,8,3,0,5,2,22,0.4,7.0,0.46808510638297873,0.48484848484848486,0.42857142857142855,0.75,0.11764705882352941,False,116
233,Stanford ,11,12,6,24,28,8,1,12,11,86,0.1964285714285714,2.333333333333333,2011,9,12,9,12,4,6,4,4,2,6,8,3,0,5,2,22,0.4,7.0,UC Davis ,22,47,16,33,6,14,9,12,2,17,13,3,0,15,14,59,0.1914893617021276,0.8666666666666667,8,15,7,14,1,4,4,4,1,6,3,1,0,2,4,17,1.0,1.5,0.5535714285714286,0.5294117647058824,0.5909090909090909,0.9166666666666666,0.25,True,116
234,Vanderbilt ,5,6,6,10,15,12,3,14,15,62,0.087719298245614,1.0714285714285714,2011,3,10,3,10,3,6,4,4,2,2,6,5,1,3,3,13,0.4444444444444444,3.0,Louisville ,30,50,22,31,8,19,13,14,9,25,20,10,2,19,11,81,0.26,1.0526315789473684,10,15,10,15,5,7,6,6,3,6,5,3,1,5,3,22,1.0,1.25,0.43859649122807015,0.46153846153846156,0.3888888888888889,0.8333333333333334,0.6,False,117
235,Louisville ,13,14,9,25,20,10,2,19,11,81,0.26,1.0526315789473684,2011,10,15,10,15,5,7,6,6,3,6,5,3,1,5,3,22,1.0,1.25,Vanderbilt ,25,57,18,39,7,18,5,6,6,10,15,12,3,14,15,62,0.087719298245614,1.0714285714285714,3,10,3,10,3,6,4,4,2,2,6,5,1,3,3,13,0.4444444444444444,3.0,0.6,0.7096774193548387,0.42105263157894735,0.9285714285714286,0.36,True,117
236,West Virginia ,11,17,7,16,12,6,2,15,27,68,0.1833333333333333,0.8,2011,9,14,5,9,4,5,7,9,3,3,2,1,2,3,5,29,0.6,1.0,Baylor ,25,49,21,40,4,9,28,35,8,28,12,3,10,15,16,82,0.5714285714285714,0.8,9,17,9,17,1,2,12,15,2,7,4,1,8,7,3,30,1.1666666666666667,3.0,0.4166666666666667,0.4186046511627907,0.4117647058823529,0.6470588235294118,0.4375,False,118
237,Baylor ,28,35,8,28,12,3,10,15,16,82,0.5714285714285714,0.8,2011,9,17,9,17,1,2,12,15,2,7,4,1,8,7,3,30,1.1666666666666667,3.0,West Virginia ,25,60,18,43,7,17,11,17,7,16,12,6,2,15,27,68,0.1833333333333333,0.8,9,14,5,9,4,5,7,9,3,3,2,1,2,3,5,29,0.6,1.0,0.5102040816326531,0.525,0.4444444444444444,0.8,0.2857142857142857,True,118
238,West Virginia ,22,32,25,24,11,9,3,16,19,78,0.3188405797101449,0.6875,2011,6,15,6,12,3,7,11,12,8,7,3,2,1,4,4,26,0.7333333333333333,3.0,Houston ,22,56,15,39,7,17,22,29,9,25,9,5,5,16,21,73,0.3928571428571428,0.5625,6,15,6,11,4,10,8,9,3,7,5,3,3,5,4,24,0.5333333333333333,1.0,0.37681159420289856,0.38181818181818183,0.35714285714285715,0.6875,1.0416666666666667,True,119
239,Houston ,22,29,9,25,9,5,5,16,21,73,0.3928571428571428,0.5625,2011,6,15,6,11,4,10,8,9,3,7,5,3,3,5,4,24,0.5333333333333333,1.0,West Virginia ,26,69,21,55,5,14,22,32,25,24,11,9,3,16,19,78,0.3188405797101449,0.6875,6,15,6,12,3,7,11,12,8,7,3,2,1,4,4,26,0.7333333333333333,3.0,0.39285714285714285,0.38461538461538464,0.4117647058823529,0.7586206896551724,0.36,False,119
240,Albany ,6,16,19,23,8,8,3,24,19,47,0.1,0.3333333333333333,2012,6,21,4,13,2,8,2,4,6,7,3,3,3,7,5,14,0.2857142857142857,0.6666666666666666,Texas A&M ,27,58,20,46,7,12,8,18,10,21,13,11,8,15,15,69,0.1379310344827586,0.8666666666666667,8,13,7,13,4,6,1,3,2,5,4,3,1,4,3,18,0.0769230769230769,1.0,0.31666666666666665,0.32,0.3,0.375,0.8260869565217391,False,120
241,Texas A&M ,8,18,10,21,13,11,8,15,15,69,0.1379310344827586,0.8666666666666667,2012,8,13,7,13,4,6,1,3,2,5,4,3,1,4,3,18,0.0769230769230769,1.0,Albany ,19,60,16,50,3,10,6,16,19,23,8,8,3,24,19,47,0.1,0.3333333333333333,6,21,4,13,2,8,2,4,6,7,3,3,3,7,5,14,0.2857142857142857,0.6666666666666666,0.46551724137931033,0.43478260869565216,0.5833333333333334,0.4444444444444444,0.47619047619047616,True,120
242,Arkansas ,16,19,9,19,11,11,1,13,15,59,0.2857142857142857,0.8461538461538461,2012,4,13,3,11,2,6,4,4,4,3,3,4,1,2,5,13,1.0,1.5,Texas A&M ,21,49,19,40,2,9,17,20,9,24,16,6,2,17,15,61,0.3469387755102041,0.9411764705882352,9,17,9,17,2,5,6,6,5,5,4,3,2,8,3,23,1.5,3.0,0.35714285714285715,0.40476190476190477,0.21428571428571427,0.8421052631578947,0.47368421052631576,False,121
243,Texas A&M ,17,20,9,24,16,6,2,17,15,61,0.3469387755102041,0.9411764705882352,2012,9,17,9,17,2,5,6,6,5,5,4,3,2,8,3,23,1.5,3.0,Arkansas ,20,56,17,42,3,14,16,19,9,19,11,11,1,13,15,59,0.2857142857142857,0.8461538461538461,4,13,3,11,2,6,4,4,4,3,3,4,1,2,5,13,1.0,1.5,0.42857142857142855,0.475,0.2222222222222222,0.85,0.375,True,121
244,Brigham Young ,9,10,14,27,17,8,5,20,18,55,0.1525423728813559,0.85,2012,3,10,2,8,2,8,3,4,4,10,7,2,1,5,4,10,0.375,3.0,DePaul ,23,54,20,43,3,11,10,17,5,21,7,14,3,15,11,59,0.1851851851851851,0.4666666666666667,8,12,8,12,2,6,4,6,2,7,3,4,2,8,3,17,0.4,1.0,0.3389830508474576,0.4,0.25,0.9,0.5185185185185185,False,122
245,DePaul ,10,17,5,21,7,14,3,15,11,59,0.1851851851851851,0.4666666666666667,2012,8,12,8,12,2,6,4,6,2,7,3,4,2,8,3,17,0.4,1.0,Brigham Young ,20,59,14,35,6,24,9,10,14,27,17,8,5,20,18,55,0.1525423728813559,0.85,3,10,2,8,2,8,3,4,4,10,7,2,1,5,4,10,0.375,3.0,0.42592592592592593,0.46511627906976744,0.2727272727272727,0.5882352941176471,0.23809523809523808,True,122
246,California ,7,14,14,16,15,8,0,19,23,62,0.125,0.7894736842105263,2012,7,13,4,8,3,5,3,4,5,7,4,3,0,5,5,17,0.5,0.8,Notre Dame ,23,56,22,47,1,9,26,33,16,20,13,14,8,12,15,73,0.4642857142857143,1.0833333333333333,9,18,9,14,1,4,18,20,9,7,5,4,7,4,4,28,1.0,1.25,0.44642857142857145,0.45454545454545453,0.4166666666666667,0.5,0.875,False,123
247,Notre Dame ,26,33,16,20,13,14,8,12,15,73,0.4642857142857143,1.0833333333333333,2012,9,18,9,14,1,4,18,20,9,7,5,4,7,4,4,28,1.0,1.25,California ,25,56,20,44,5,12,7,14,14,16,15,8,0,19,23,62,0.125,0.7894736842105263,7,13,4,8,3,5,3,4,5,7,4,3,0,5,5,17,0.5,0.8,0.4107142857142857,0.46808510638297873,0.1111111111111111,0.7878787878787878,0.8,True,123
248,Connecticut ,10,13,11,25,13,10,8,21,18,75,0.1470588235294117,0.6190476190476191,2012,10,17,10,16,3,6,4,4,4,5,5,5,4,6,5,20,0.6666666666666666,1.6666666666666667,Notre Dame ,29,72,24,58,5,14,20,27,17,23,16,14,7,16,14,83,0.2777777777777778,1.0,8,19,7,15,2,6,8,11,5,8,5,4,4,4,3,20,0.5,5.0,0.45588235294117646,0.509090909090909,0.23076923076923078,0.7692307692307693,0.44,False,124
249,Notre Dame ,20,27,17,23,16,14,7,16,14,83,0.2777777777777778,1.0,2012,8,19,7,15,2,6,8,11,5,8,5,4,4,4,3,20,0.5,5.0,Connecticut ,31,68,28,55,3,13,10,13,11,25,13,10,8,21,18,75,0.1470588235294117,0.6190476190476191,10,17,10,16,3,6,4,4,4,5,5,5,4,6,5,20,0.6666666666666666,1.6666666666666667,0.4027777777777778,0.41379310344827586,0.35714285714285715,0.7407407407407407,0.7391304347826086,True,124
250,Creighton ,12,12,4,20,17,10,2,14,16,67,0.2264150943396226,1.2142857142857142,2012,5,13,5,8,4,9,7,7,1,5,5,4,2,4,4,15,0.7,3.0,St. John's ,24,48,22,44,2,4,19,25,7,22,9,9,3,16,12,69,0.3958333333333333,0.5625,7,12,6,12,1,3,6,7,1,5,4,3,1,8,4,21,0.6666666666666666,3.0,0.4528301886792453,0.53125,0.3333333333333333,1.0,0.2,False,125
251,St. John's ,19,25,7,22,9,9,3,16,12,69,0.3958333333333333,0.5625,2012,7,12,6,12,1,3,6,7,1,5,4,3,1,8,4,21,0.6666666666666666,3.0,Creighton ,24,53,17,32,7,21,12,12,4,20,17,10,2,14,16,67,0.2264150943396226,1.2142857142857142,5,13,5,8,4,9,7,7,1,5,5,4,2,4,4,15,0.7,3.0,0.5,0.5,0.5,0.76,0.3181818181818182,True,125
252,Dayton ,5,10,7,21,16,2,5,12,18,55,0.0847457627118644,1.3333333333333333,2012,6,14,4,7,3,7,3,5,2,7,3,1,2,2,5,16,0.3333333333333333,3.0,Arkansas ,26,66,20,52,6,14,14,18,12,25,17,7,1,8,12,72,0.2121212121212121,2.125,4,15,3,13,4,7,4,4,5,7,5,2,1,3,2,14,0.5,5.0,0.3559322033898305,0.41935483870967744,0.2857142857142857,0.5,0.3333333333333333,False,126
253,Arkansas ,14,18,12,25,17,7,1,8,12,72,0.2121212121212121,2.125,2012,4,15,3,13,4,7,4,4,5,7,5,2,1,3,2,14,0.5,5.0,Dayton ,21,59,13,31,8,28,5,10,7,21,16,2,5,12,18,55,0.0847457627118644,1.3333333333333333,6,14,4,7,3,7,3,5,2,7,3,1,2,2,5,16,0.3333333333333333,3.0,0.3939393939393939,0.38461538461538464,0.42857142857142855,0.7777777777777778,0.48,True,126
254,DePaul ,5,5,10,20,10,11,2,14,14,48,0.078125,0.7142857142857143,2012,9,18,7,13,2,6,4,4,4,6,6,3,2,5,5,20,0.2666666666666666,1.2,Tennessee ,22,59,18,42,4,17,15,18,16,31,9,7,4,19,10,63,0.2542372881355932,0.4736842105263157,8,13,8,11,1,5,4,6,8,13,4,2,1,5,2,17,0.4444444444444444,2.0,0.3125,0.3617021276595745,0.17647058823529413,1.0,0.5,False,127
255,Tennessee ,15,18,16,31,9,7,4,19,10,63,0.2542372881355932,0.4736842105263157,2012,8,13,8,11,1,5,4,6,8,13,4,2,1,5,2,17,0.4444444444444444,2.0,DePaul ,20,64,17,47,3,17,5,5,10,20,10,11,2,14,14,48,0.078125,0.7142857142857143,9,18,7,13,2,6,4,4,4,6,6,3,2,5,5,20,0.2666666666666666,1.2,0.3728813559322034,0.42857142857142855,0.23529411764705882,0.8333333333333334,0.5161290322580645,True,127
256,Duke ,16,16,12,19,10,5,1,11,18,69,0.2539682539682539,0.9090909090909092,2012,7,15,7,14,3,5,9,9,5,4,4,2,1,4,5,23,0.6,2.0,Stanford ,30,60,23,42,7,18,14,20,12,24,21,9,2,11,13,81,0.2333333333333333,1.9090909090909087,11,15,11,15,3,7,7,8,5,12,8,2,1,2,3,29,0.4666666666666667,8.0,0.3968253968253968,0.4489795918367347,0.21428571428571427,1.0,0.631578947368421,False,128
257,Stanford ,14,20,12,24,21,9,2,11,13,81,0.2333333333333333,1.9090909090909087,2012,11,15,11,15,3,7,7,8,5,12,8,2,1,2,3,29,0.4666666666666667,8.0,Duke ,25,63,22,49,3,14,16,16,12,19,10,5,1,11,18,69,0.2539682539682539,0.9090909090909092,7,15,7,14,3,5,9,9,5,4,4,2,1,4,5,23,0.6,2.0,0.5,0.5476190476190477,0.3888888888888889,0.7,0.5,True,128
258,Eastern Michigan ,16,22,12,19,10,6,3,17,12,48,0.2666666666666666,0.5882352941176471,2012,5,17,5,16,0,3,7,8,3,9,4,3,2,5,2,14,1.0,0.8,South Carolina ,32,60,27,41,5,19,11,14,10,25,22,11,11,17,18,80,0.1833333333333333,1.2941176470588236,5,10,5,8,2,5,2,3,2,4,6,2,1,4,3,12,0.6666666666666666,1.5,0.26666666666666666,0.2807017543859649,0.0,0.7272727272727273,0.631578947368421,False,129
259,South Carolina ,11,14,10,25,22,11,11,17,18,80,0.1833333333333333,1.2941176470588236,2012,5,10,5,8,2,5,2,3,2,4,6,2,1,4,3,12,0.6666666666666666,1.5,Eastern Michigan ,16,60,16,57,0,3,16,22,12,19,10,6,3,17,12,48,0.2666666666666666,0.5882352941176471,5,17,5,16,0,3,7,8,3,9,4,3,2,5,2,14,1.0,0.8,0.5333333333333333,0.6585365853658537,0.2631578947368421,0.7857142857142857,0.4,True,129
260,Florida ,7,12,18,17,14,9,4,17,23,57,0.1,0.8235294117647058,2012,6,13,6,13,1,5,5,8,3,5,3,3,3,5,4,14,0.5,3.0,Baylor ,24,55,20,45,4,10,24,33,16,23,14,9,7,15,12,76,0.4363636363636363,0.9333333333333332,8,14,8,14,2,4,9,10,4,9,4,3,6,4,3,25,0.6428571428571429,3.0,0.32857142857142857,0.37254901960784315,0.21052631578947367,0.5833333333333334,1.0588235294117647,False,130
261,Baylor ,24,33,16,23,14,9,7,15,12,76,0.4363636363636363,0.9333333333333332,2012,8,14,8,14,2,4,9,10,4,9,4,3,6,4,3,25,0.6428571428571429,3.0,Florida ,23,70,19,51,4,19,7,12,18,17,14,9,4,17,23,57,0.1,0.8235294117647058,6,13,6,13,1,5,5,8,3,5,3,3,3,5,4,14,0.5,3.0,0.43636363636363634,0.4444444444444444,0.4,0.7272727272727273,0.6956521739130435,True,130
262,Florida ,9,13,12,23,14,3,2,9,12,70,0.1216216216216216,1.5555555555555556,2012,6,17,6,17,3,7,4,6,4,4,3,2,1,3,4,16,0.5,2.0,Ohio State ,28,59,24,48,4,11,5,10,4,25,13,7,11,13,12,65,0.0847457627118644,1.0,9,15,6,11,3,6,2,2,1,14,4,4,7,3,3,23,0.1333333333333333,2.0,0.35135135135135137,0.32075471698113206,0.42857142857142855,0.6923076923076923,0.5217391304347826,True,131
263,Ohio State ,5,10,4,25,13,7,11,13,12,65,0.0847457627118644,1.0,2012,9,15,6,11,3,6,2,2,1,14,4,4,7,3,3,23,0.1333333333333333,2.0,Florida ,26,74,17,53,9,21,9,13,12,23,14,3,2,9,12,70,0.1216216216216216,1.5555555555555556,6,17,6,17,3,7,4,6,4,4,3,2,1,3,4,16,0.5,2.0,0.4745762711864407,0.5,0.36363636363636365,0.5,0.16,False,131
264,Florida Gulf Coast ,18,24,9,28,9,4,3,14,23,65,0.3214285714285714,0.6428571428571429,2012,6,10,6,9,3,7,3,4,4,7,3,2,1,6,5,15,0.4285714285714285,3.0,St. Bonaventure ,24,55,21,43,3,12,21,29,5,28,4,4,0,12,22,72,0.3818181818181818,0.3333333333333333,6,12,6,12,1,5,8,10,1,8,1,0,0,4,5,18,1.1428571428571428,1.0,0.35714285714285715,0.43333333333333335,0.2692307692307692,0.75,0.32142857142857145,False,132
265,St. Bonaventure ,21,29,5,28,4,4,0,12,22,72,0.3818181818181818,0.3333333333333333,2012,6,12,6,12,1,5,8,10,1,8,1,0,0,4,5,18,1.1428571428571428,1.0,Florida Gulf Coast ,20,56,13,30,7,26,18,24,9,28,9,4,3,14,23,65,0.3214285714285714,0.6428571428571429,6,10,6,9,3,7,3,4,4,7,3,2,1,6,5,15,0.4285714285714285,3.0,0.43636363636363634,0.4883720930232558,0.25,0.7241379310344828,0.17857142857142858,True,132
266,Fresno State ,13,19,12,22,13,7,1,19,17,56,0.2452830188679245,0.6842105263157895,2012,9,17,6,9,3,14,1,5,3,7,3,3,1,5,3,22,0.25,3.0,Georgetown ,22,59,17,49,5,10,12,19,11,20,10,11,1,14,15,61,0.2033898305084746,0.7142857142857143,5,13,5,13,2,2,7,8,3,7,2,3,1,3,4,17,0.6363636363636364,1.0,0.33962264150943394,0.4583333333333333,0.2413793103448276,0.6842105263157895,0.5454545454545454,False,133
267,Georgetown ,12,19,11,20,10,11,1,14,15,61,0.2033898305084746,0.7142857142857143,2012,5,13,5,13,2,2,7,8,3,7,2,3,1,3,4,17,0.6363636363636364,1.0,Fresno State ,18,53,11,24,7,29,13,19,12,22,13,7,1,19,17,56,0.2452830188679245,0.6842105263157895,9,17,6,9,3,14,1,5,3,7,3,3,1,5,3,22,0.25,3.0,0.3728813559322034,0.3469387755102041,0.5,0.631578947368421,0.55,True,133
268,Georgetown ,13,21,15,20,9,5,3,15,19,64,0.1911764705882352,0.6,2012,4,19,3,11,2,8,5,6,4,4,3,1,2,4,5,14,0.5,1.0,Georgia Tech ,28,56,20,33,8,23,12,19,8,26,20,7,3,17,18,76,0.2142857142857142,1.1764705882352942,6,10,6,8,3,8,5,7,2,9,6,2,1,3,3,15,1.25,3.0,0.3382352941176471,0.34615384615384615,0.3125,0.6190476190476191,0.75,False,134
269,Georgia Tech ,12,19,8,26,20,7,3,17,18,76,0.2142857142857142,1.1764705882352942,2012,6,10,6,8,3,8,5,7,2,9,6,2,1,3,3,15,1.25,3.0,Georgetown ,23,68,18,52,5,16,13,21,15,20,9,5,3,15,19,64,0.1911764705882352,0.6,4,19,3,11,2,8,5,6,4,4,3,1,2,4,5,14,0.5,1.0,0.5,0.6060606060606061,0.34782608695652173,0.631578947368421,0.3076923076923077,True,134
270,Georgia Tech ,6,9,18,18,11,8,3,19,24,68,0.0857142857142857,0.5789473684210527,2012,4,18,4,18,2,5,4,4,3,7,4,3,1,5,4,10,0.3333333333333333,1.3333333333333333,Baylor ,30,56,29,50,1,6,22,30,11,19,14,9,10,11,12,83,0.3928571428571428,1.2727272727272727,13,18,13,18,1,3,9,11,4,7,3,2,6,3,2,35,0.5714285714285714,3.0,0.37142857142857144,0.3137254901960784,0.5263157894736842,0.6666666666666666,1.0,False,135
271,Baylor ,22,30,11,19,14,9,10,11,12,83,0.3928571428571428,1.2727272727272727,2012,13,18,13,18,1,3,9,11,4,7,3,2,6,3,2,35,0.5714285714285714,3.0,Georgia Tech ,26,70,16,51,10,19,6,9,18,18,11,8,3,19,24,68,0.0857142857142857,0.5789473684210527,4,18,4,18,2,5,4,4,3,7,4,3,1,5,4,10,0.3333333333333333,1.3333333333333333,0.5357142857142857,0.58,0.16666666666666666,0.7333333333333333,0.5789473684210527,True,135
272,Gonzaga ,7,9,11,14,12,8,1,10,19,62,0.1044776119402985,1.2,2012,11,20,11,20,0,2,3,3,4,5,4,2,0,2,5,25,0.2727272727272727,4.0,Kentucky ,27,61,15,40,12,21,13,22,12,26,18,9,2,12,14,79,0.2131147540983606,1.5,6,10,3,6,3,4,2,4,6,4,7,2,1,3,3,15,0.3333333333333333,7.0,0.40298507462686567,0.4262295081967213,0.16666666666666666,0.7777777777777778,0.7857142857142857,False,136
273,Kentucky ,13,22,12,26,18,9,2,12,14,79,0.2131147540983606,1.5,2012,6,10,3,6,3,4,2,4,6,4,7,2,1,3,3,15,0.3333333333333333,7.0,Gonzaga ,27,67,26,61,1,6,7,9,11,14,12,8,1,10,19,62,0.1044776119402985,1.2,11,20,11,20,0,2,3,3,4,5,4,2,0,2,5,25,0.2727272727272727,4.0,0.4426229508196721,0.375,0.5714285714285714,0.5909090909090909,0.46153846153846156,True,136
274,Gonzaga ,11,17,10,26,17,2,6,10,10,65,0.1896551724137931,1.7,2012,8,15,8,15,2,6,4,5,4,7,5,1,2,3,2,19,0.3636363636363636,5.0,Miami ,22,67,21,55,1,12,9,10,14,21,7,5,4,11,18,54,0.1343283582089552,0.6363636363636364,10,23,10,19,1,5,4,4,5,8,2,2,2,3,5,20,0.5,1.0,0.43103448275862066,0.5121951219512195,0.23529411764705882,0.6470588235294118,0.38461538461538464,True,137
275,Miami ,9,10,14,21,7,5,4,11,18,54,0.1343283582089552,0.6363636363636364,2012,10,23,10,19,1,5,4,4,5,8,2,2,2,3,5,20,0.5,1.0,Gonzaga ,25,58,21,41,4,17,11,17,10,26,17,2,6,10,10,65,0.1896551724137931,1.7,8,15,8,15,2,6,4,5,4,7,5,1,2,3,2,19,0.3636363636363636,5.0,0.3283582089552239,0.38181818181818183,0.08333333333333333,0.9,0.6666666666666666,False,137
276,Gonzaga ,25,33,11,26,15,12,2,18,16,86,0.4098360655737705,0.8333333333333334,2012,8,16,8,16,3,10,7,8,4,6,4,5,2,5,4,23,0.625,2.0,Rutgers ,26,63,19,42,7,21,14,24,14,21,14,8,2,19,25,73,0.2222222222222222,0.7368421052631579,10,22,5,10,6,14,6,12,4,7,4,3,1,6,4,28,1.0,4.0,0.4262295081967213,0.40476190476190477,0.47368421052631576,0.7575757575757576,0.4230769230769231,True,138
277,Rutgers ,14,24,14,21,14,8,2,19,25,73,0.2222222222222222,0.7368421052631579,2012,10,22,5,10,6,14,6,12,4,7,4,3,1,6,4,28,1.0,4.0,Gonzaga ,26,61,17,42,9,19,25,33,11,26,15,12,2,18,16,86,0.4098360655737705,0.8333333333333334,8,16,8,16,3,10,7,8,4,6,4,5,2,5,4,23,0.625,2.0,0.4126984126984127,0.4523809523809524,0.3333333333333333,0.5833333333333334,0.6666666666666666,False,138
278,Green Bay ,15,17,11,15,14,21,1,24,19,62,0.25,0.5833333333333334,2012,7,20,6,18,2,5,6,6,4,6,6,10,0,8,4,16,0.8571428571428571,1.0,Kentucky ,25,49,21,39,4,10,11,16,10,24,15,11,4,34,16,65,0.2244897959183673,0.4411764705882353,4,9,4,8,2,2,2,4,1,4,5,2,2,9,4,10,0.5,0.8,0.35,0.37209302325581395,0.29411764705882354,0.8823529411764706,0.7333333333333333,False,139
279,Kentucky ,11,16,10,24,15,11,4,34,16,65,0.2244897959183673,0.4411764705882353,2012,4,9,4,8,2,2,2,4,1,4,5,2,2,9,4,10,0.5,0.8,Green Bay ,21,60,16,43,5,17,15,17,11,15,14,21,1,24,19,62,0.25,0.5833333333333334,7,20,6,18,2,5,6,6,4,6,6,10,0,8,4,16,0.8571428571428571,1.0,0.5102040816326531,0.5384615384615384,0.4,0.6875,0.4166666666666667,True,139
280,Hampton ,9,17,10,12,8,14,1,6,11,51,0.1428571428571428,1.3333333333333333,2012,7,20,7,20,1,5,5,8,2,5,4,3,0,2,3,19,1.0,2.0,Stanford ,29,50,23,38,6,12,9,14,7,29,21,5,7,18,15,73,0.18,1.1666666666666667,11,16,10,14,4,4,5,7,2,9,11,3,2,3,2,28,0.5,3.6666666666666665,0.31746031746031744,0.35294117647058826,0.16666666666666666,0.5294117647058824,0.8333333333333334,False,140
281,Stanford ,9,14,7,29,21,5,7,18,15,73,0.18,1.1666666666666667,2012,11,16,10,14,4,4,5,7,2,9,11,3,2,3,2,28,0.5,3.6666666666666665,Hampton ,20,63,18,51,2,12,9,17,10,12,8,14,1,6,11,51,0.1428571428571428,1.3333333333333333,7,20,7,20,1,5,5,8,2,5,4,3,0,2,3,19,1.0,2.0,0.58,0.6052631578947368,0.5,0.6428571428571429,0.2413793103448276,True,140
282,Idaho State ,12,17,13,14,6,9,6,20,18,42,0.2307692307692307,0.3,2012,3,11,2,6,1,6,5,7,3,5,3,3,3,6,5,12,0.5,0.5,Miami ,24,52,21,39,3,13,19,28,15,24,10,12,4,19,16,70,0.3653846153846153,0.5263157894736842,8,15,7,11,1,5,3,4,5,9,4,4,2,4,4,20,1.0,2.0,0.25,0.3125,0.15,0.7058823529411765,0.9285714285714286,False,141
283,Miami ,19,28,15,24,10,12,4,19,16,70,0.3653846153846153,0.5263157894736842,2012,8,15,7,11,1,5,3,4,5,9,4,4,2,4,4,20,1.0,2.0,Idaho State ,13,52,10,32,3,20,12,17,13,14,6,9,6,20,18,42,0.2307692307692307,0.3,3,11,2,6,1,6,5,7,3,5,3,3,3,6,5,12,0.5,0.5,0.46153846153846156,0.5384615384615384,0.23076923076923078,0.6785714285714286,0.625,True,141
