,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,FG%,2P%,3P%,FT%,RB_O2D,WIN,GAME_ID
284,Iowa ,9,10,3,19,18,9,4,18,21,74,0.1525423728813559,1.0,2012,7,14,6,10,3,5,3,4,1,5,11,3,2,5,5,15,0.375,2.75,California ,30,66,27,50,3,16,21,30,18,20,18,13,4,11,16,84,0.3181818181818182,1.6363636363636365,5,12,5,9,1,5,6,11,5,5,8,6,1,2,2,16,0.6666666666666666,5.0,0.5084745762711864,0.5555555555555556,0.35714285714285715,0.9,0.15789473684210525,False,142
285,California ,21,30,18,20,18,13,4,11,16,84,0.3181818181818182,1.6363636363636365,2012,5,12,5,9,1,5,6,11,5,5,8,6,1,2,2,16,0.6666666666666666,5.0,Iowa ,30,59,25,45,5,14,9,10,3,19,18,9,4,18,21,74,0.1525423728813559,1.0,7,14,6,10,3,5,3,4,1,5,11,3,2,5,5,15,0.375,2.75,0.45454545454545453,0.54,0.1875,0.7,0.9,True,142
286,Iowa State ,14,19,7,26,13,6,2,30,16,57,0.3783783783783784,0.4333333333333333,2012,5,9,5,9,3,5,6,8,3,5,5,2,1,9,4,12,1.2,1.0,Green Bay ,25,57,14,28,11,29,10,13,6,15,17,20,2,12,20,71,0.175438596491228,1.4166666666666667,6,13,5,8,4,10,3,4,3,6,5,6,1,4,4,16,0.6666666666666666,2.0,0.4594594594594595,0.5,0.42857142857142855,0.7368421052631579,0.2692307692307692,False,143
287,Green Bay ,10,13,6,15,17,20,2,12,20,71,0.175438596491228,1.4166666666666667,2012,6,13,5,8,4,10,3,4,3,6,5,6,1,4,4,16,0.6666666666666666,2.0,Iowa State ,17,37,8,16,9,21,14,19,7,26,13,6,2,30,16,57,0.3783783783783784,0.4333333333333333,5,9,5,9,3,5,6,8,3,5,5,2,1,9,4,12,1.2,1.0,0.43859649122807015,0.5,0.3793103448275862,0.7692307692307693,0.4,True,143
288,Kansas ,4,12,7,23,14,4,3,8,19,70,0.0666666666666666,1.75,2012,12,21,9,15,3,6,2,4,3,9,6,2,2,3,3,27,0.2222222222222222,5.0,Delaware ,21,56,19,42,2,14,20,24,12,28,10,3,2,12,14,64,0.3571428571428571,0.8333333333333334,9,18,8,13,1,9,15,18,6,8,2,2,2,6,4,34,0.8333333333333334,1.0,0.5,0.5454545454545454,0.375,0.3333333333333333,0.30434782608695654,True,144
289,Delaware ,20,24,12,28,10,3,2,12,14,64,0.3571428571428571,0.8333333333333334,2012,9,18,8,13,1,9,15,18,6,8,2,2,2,6,4,34,0.8333333333333334,1.0,Kansas ,30,60,24,44,6,16,4,12,7,23,14,4,3,8,19,70,0.0666666666666666,1.75,12,21,9,15,3,6,2,4,3,9,6,2,2,3,3,27,0.2222222222222222,5.0,0.375,0.4523809523809524,0.14285714285714285,0.8333333333333334,0.42857142857142855,False,144
290,Kansas ,5,10,15,24,7,6,3,13,14,57,0.0757575757575757,0.5384615384615384,2012,9,18,9,17,1,4,3,7,8,8,5,2,2,6,4,20,0.375,1.0,Nebraska ,20,61,19,42,1,19,8,9,12,25,7,4,5,15,14,49,0.1311475409836065,0.4666666666666667,7,21,7,15,1,8,3,3,4,6,4,1,2,4,3,14,0.75,1.3333333333333333,0.3787878787878788,0.4339622641509434,0.15384615384615385,0.5,0.625,True,145
291,Nebraska ,8,9,12,25,7,4,5,15,14,49,0.1311475409836065,0.4666666666666667,2012,7,21,7,15,1,8,3,3,4,6,4,1,2,4,3,14,0.75,1.3333333333333333,Kansas ,25,66,23,53,2,13,5,10,15,24,7,6,3,13,14,57,0.0757575757575757,0.5384615384615384,9,18,9,17,1,4,3,7,8,8,5,2,2,6,4,20,0.375,1.0,0.32786885245901637,0.4523809523809524,0.05263157894736842,0.8888888888888888,0.48,False,145
292,Kansas ,7,11,10,21,13,4,2,8,15,73,0.106060606060606,1.625,2012,9,21,8,21,3,9,3,4,3,7,6,1,2,5,3,23,0.1428571428571428,3.0,Tennessee ,29,66,24,48,5,18,21,24,13,24,15,6,1,8,12,84,0.3181818181818182,1.875,6,13,6,11,0,4,6,8,5,9,2,2,1,2,3,18,0.5454545454545454,2.0,0.4696969696969697,0.5192307692307693,0.2857142857142857,0.6363636363636364,0.47619047619047616,False,146
293,Tennessee ,21,24,13,24,15,6,1,8,12,84,0.3181818181818182,1.875,2012,6,13,6,11,0,4,6,8,5,9,2,2,1,2,3,18,0.5454545454545454,2.0,Kansas ,31,66,27,52,4,14,7,11,10,21,13,4,2,8,15,73,0.106060606060606,1.625,9,21,8,21,3,9,3,4,3,7,6,1,2,5,3,23,0.1428571428571428,3.0,0.4393939393939394,0.5,0.2777777777777778,0.875,0.5416666666666666,True,146
294,Kansas State ,2,5,13,15,3,9,2,18,8,26,0.0350877192982456,0.1666666666666666,2012,4,16,2,9,3,12,2,2,5,4,1,3,1,5,3,11,0.2222222222222222,0.5,Connecticut ,28,55,21,35,7,20,9,12,12,30,15,11,6,16,9,72,0.1636363636363636,0.9375,6,12,4,6,2,6,2,2,2,8,4,3,3,6,2,16,0.6666666666666666,1.0,0.17543859649122806,0.1935483870967742,0.15384615384615385,0.4,0.8666666666666667,False,147
295,Connecticut ,9,12,12,30,15,11,6,16,9,72,0.1636363636363636,0.9375,2012,6,12,4,6,2,6,2,2,2,8,4,3,3,6,2,16,0.6666666666666666,1.0,Kansas State ,10,57,6,31,4,26,2,5,13,15,3,9,2,18,8,26,0.0350877192982456,0.1666666666666666,4,16,2,9,3,12,2,2,5,4,1,3,1,5,3,11,0.2222222222222222,0.5,0.509090909090909,0.6,0.35,0.75,0.4,True,147
296,Kentucky ,21,22,12,9,8,8,1,10,22,65,0.3442622950819672,0.8,2012,4,12,2,10,2,4,7,8,4,3,4,2,0,2,4,12,1.75,4.0,Connecticut ,23,45,19,30,4,15,30,35,12,25,21,7,3,16,19,80,0.6666666666666666,1.3125,6,11,5,8,1,3,9,11,5,5,5,3,3,4,5,22,1.5,4.0,0.3114754098360656,0.325,0.2857142857142857,0.9545454545454546,1.3333333333333333,False,148
297,Connecticut ,30,35,12,25,21,7,3,16,19,80,0.6666666666666666,1.3125,2012,6,11,5,8,1,3,9,11,5,5,5,3,3,4,5,22,1.5,4.0,Kentucky ,19,61,13,40,6,21,21,22,12,9,8,8,1,10,22,65,0.3442622950819672,0.8,4,12,2,10,2,4,7,8,4,3,4,2,0,2,4,12,1.75,4.0,0.5111111111111111,0.6333333333333333,0.26666666666666666,0.8571428571428571,0.48,True,148
298,Liberty ,13,20,9,19,5,6,5,21,11,43,0.3095238095238095,0.238095238095238,2012,5,14,4,11,2,3,5,6,4,6,2,2,3,6,3,16,1.3333333333333333,0.6666666666666666,Notre Dame ,32,66,28,53,4,13,6,10,11,22,25,9,1,11,15,74,0.0909090909090909,2.272727272727273,6,13,5,11,1,5,2,3,3,8,6,3,1,3,3,15,0.1666666666666666,2.0,0.30952380952380953,0.3,0.3333333333333333,0.65,0.47368421052631576,False,149
299,Notre Dame ,6,10,11,22,25,9,1,11,15,74,0.0909090909090909,2.272727272727273,2012,6,13,5,11,1,5,2,3,3,8,6,3,1,3,3,15,0.1666666666666666,2.0,Liberty ,13,42,9,30,4,12,13,20,9,19,5,6,5,21,11,43,0.3095238095238095,0.238095238095238,5,14,4,11,2,3,5,6,4,6,2,2,3,6,3,16,1.3333333333333333,0.6666666666666666,0.48484848484848486,0.5283018867924528,0.3076923076923077,0.6,0.5,True,149
300,Louisiana State ,22,24,19,25,15,7,2,18,22,80,0.3013698630136986,0.8333333333333334,2012,5,13,5,10,1,3,9,9,6,6,6,2,0,4,4,18,0.8181818181818182,1.5,Penn State ,29,65,22,48,7,17,25,29,9,23,9,10,2,12,19,90,0.3846153846153846,0.75,7,12,4,11,5,7,11,11,3,7,5,3,1,5,4,30,0.9166666666666666,2.0,0.3698630136986301,0.4107142857142857,0.23529411764705882,0.9166666666666666,0.76,False,150
301,Penn State ,25,29,9,23,9,10,2,12,19,90,0.3846153846153846,0.75,2012,7,12,4,11,5,7,11,11,3,7,5,3,1,5,4,30,0.9166666666666666,2.0,Louisiana State ,27,73,23,56,4,17,22,24,19,25,15,7,2,18,22,80,0.3013698630136986,0.8333333333333334,5,13,5,10,1,3,9,9,6,6,6,2,0,4,4,18,0.8181818181818182,1.5,0.4461538461538462,0.4583333333333333,0.4117647058823529,0.8620689655172413,0.391304347826087,True,150
302,Louisville ,13,18,10,21,15,8,1,15,23,68,0.2063492063492063,1.0,2012,8,25,5,13,3,12,4,7,2,6,9,3,1,4,5,22,0.6666666666666666,3.0,Maryland ,26,56,21,41,5,15,15,27,13,25,14,8,1,15,18,72,0.2678571428571428,0.9333333333333332,7,10,7,10,2,5,10,13,8,6,3,6,1,4,4,24,1.0,1.0,0.4126984126984127,0.5227272727272727,0.15789473684210525,0.7222222222222222,0.47619047619047616,False,151
303,Maryland ,15,27,13,25,14,8,1,15,18,72,0.2678571428571428,0.9333333333333332,2012,7,10,7,10,2,5,10,13,8,6,3,6,1,4,4,24,1.0,1.0,Louisville ,26,63,23,44,3,19,13,18,10,21,15,8,1,15,23,68,0.2063492063492063,1.0,8,25,5,13,3,12,4,7,2,6,9,3,1,4,5,22,0.6666666666666666,3.0,0.4642857142857143,0.5121951219512195,0.3333333333333333,0.5555555555555556,0.52,True,151
304,Marist ,21,25,4,23,8,4,2,17,9,76,0.4565217391304347,0.4705882352941176,2012,8,13,6,9,3,5,7,10,1,9,3,1,2,4,3,21,0.7,1.0,Georgia ,27,67,17,43,10,24,6,8,14,19,8,13,2,14,21,70,0.0895522388059701,0.5714285714285714,7,17,6,11,5,12,4,4,3,3,2,5,1,5,5,21,0.3076923076923077,2.0,0.5217391304347826,0.5483870967741935,0.4666666666666667,0.84,0.17391304347826086,True,152
305,Georgia ,6,8,14,19,8,13,2,14,21,70,0.0895522388059701,0.5714285714285714,2012,7,17,6,11,5,12,4,4,3,3,2,5,1,5,5,21,0.3076923076923077,2.0,Marist ,24,46,17,31,7,15,21,25,4,23,8,4,2,17,9,76,0.4565217391304347,0.4705882352941176,8,13,6,9,3,5,7,10,1,9,3,1,2,4,3,21,0.7,1.0,0.40298507462686567,0.3953488372093023,0.4166666666666667,0.75,0.7368421052631579,False,152
306,Marist ,16,19,6,15,10,6,4,8,17,63,0.32,1.25,2012,5,12,4,7,3,7,6,6,1,5,4,3,2,3,4,19,1.0,4.0,St. Bonaventure ,23,51,16,36,7,15,13,18,13,24,9,2,0,13,18,66,0.2549019607843137,0.6923076923076923,7,17,5,12,6,12,3,3,5,6,4,1,0,3,4,22,0.3333333333333333,2.0,0.4,0.4482758620689655,0.3333333333333333,0.8421052631578947,0.4,False,153
307,St. Bonaventure ,13,18,13,24,9,2,0,13,18,66,0.2549019607843137,0.6923076923076923,2012,7,17,5,12,6,12,3,3,5,6,4,1,0,3,4,22,0.3333333333333333,2.0,Marist ,20,50,13,29,7,21,16,19,6,15,10,6,4,8,17,63,0.32,1.25,5,12,4,7,3,7,6,6,1,5,4,3,2,3,4,19,1.0,4.0,0.45098039215686275,0.4444444444444444,0.4666666666666667,0.7222222222222222,0.5416666666666666,True,153
308,Maryland ,5,8,9,17,10,9,3,20,12,49,0.0892857142857142,0.5,2012,7,12,7,11,0,2,3,4,3,4,4,1,1,4,3,17,0.3333333333333333,2.0,Notre Dame ,32,65,29,54,3,11,13,17,15,26,21,10,2,16,11,80,0.2,1.3125,9,21,9,18,2,3,4,7,5,6,11,5,1,4,4,22,0.3333333333333333,3.6666666666666665,0.39285714285714285,0.4583333333333333,0.0,0.625,0.5294117647058824,False,154
309,Notre Dame ,13,17,15,26,21,10,2,16,11,80,0.2,1.3125,2012,9,21,9,18,2,3,4,7,5,6,11,5,1,4,4,22,0.3333333333333333,3.6666666666666665,Maryland ,22,56,22,48,0,8,5,8,9,17,10,9,3,20,12,49,0.0892857142857142,0.5,7,12,7,11,0,2,3,4,3,4,4,1,1,4,3,17,0.3333333333333333,2.0,0.49230769230769234,0.5370370370370371,0.2727272727272727,0.7647058823529411,0.5769230769230769,True,154
310,Michigan ,9,14,5,25,11,4,2,14,15,67,0.1551724137931034,0.7857142857142857,2012,6,14,6,12,5,7,3,4,1,8,7,1,1,3,3,20,0.3333333333333333,3.5,Oklahoma ,34,69,24,40,10,29,10,18,14,25,22,10,2,8,13,88,0.144927536231884,2.75,10,18,5,7,5,11,3,5,4,7,6,2,2,3,3,28,0.2857142857142857,3.0,0.43103448275862066,0.4857142857142857,0.34782608695652173,0.6428571428571429,0.2,False,155
311,Oklahoma ,10,18,14,25,22,10,2,8,13,88,0.144927536231884,2.75,2012,10,18,5,7,5,11,3,5,4,7,6,2,2,3,3,28,0.2857142857142857,3.0,Michigan ,25,58,17,35,8,23,9,14,5,25,11,4,2,14,15,67,0.1551724137931034,0.7857142857142857,6,14,6,12,5,7,3,4,1,8,7,1,1,3,3,20,0.3333333333333333,3.5,0.4927536231884058,0.6,0.3448275862068966,0.5555555555555556,0.56,True,155
312,Michigan State ,2,6,10,19,14,7,3,14,17,55,0.0327868852459016,1.0,2012,6,11,6,9,1,4,1,4,4,8,4,2,2,4,5,12,0.1428571428571428,1.0,Louisville ,24,59,20,44,4,15,15,19,14,23,15,9,4,12,9,67,0.2542372881355932,1.25,5,13,5,7,2,7,6,6,2,5,6,3,2,4,4,14,0.6,2.0,0.4098360655737705,0.4888888888888889,0.1875,0.3333333333333333,0.5263157894736842,False,156
313,Louisville ,15,19,14,23,15,9,4,12,9,67,0.2542372881355932,1.25,2012,5,13,5,7,2,7,6,6,2,5,6,3,2,4,4,14,0.6,2.0,Michigan State ,25,61,22,45,3,16,2,6,10,19,14,7,3,14,17,55,0.0327868852459016,1.0,6,11,6,9,1,4,1,4,4,8,4,2,2,4,5,12,0.1428571428571428,1.0,0.4067796610169492,0.45454545454545453,0.26666666666666666,0.7894736842105263,0.6086956521739131,True,156
314,Middle Tennessee ,5,10,24,16,9,4,3,13,17,46,0.078125,0.6923076923076923,2012,5,14,4,14,3,7,2,5,14,10,7,2,2,3,4,12,0.2857142857142857,2.333333333333333,Vanderbilt ,21,51,17,36,4,15,14,21,15,22,13,8,3,12,17,60,0.2745098039215686,1.0833333333333333,4,14,4,9,3,7,11,14,4,6,5,3,3,6,4,19,1.1,2.0,0.28125,0.29545454545454547,0.25,0.5,1.5,False,157
315,Vanderbilt ,14,21,15,22,13,8,3,12,17,60,0.2745098039215686,1.0833333333333333,2012,4,14,4,9,3,7,11,14,4,6,5,3,3,6,4,19,1.1,2.0,Middle Tennessee ,18,64,13,44,5,20,5,10,24,16,9,4,3,13,17,46,0.078125,0.6923076923076923,5,14,4,14,3,7,2,5,14,10,7,2,2,3,4,12,0.2857142857142857,2.333333333333333,0.4117647058823529,0.4722222222222222,0.26666666666666666,0.6666666666666666,0.6818181818181818,True,157
316,Navy ,2,2,4,20,10,4,1,10,13,44,0.0338983050847457,1.0,2012,7,15,7,10,1,9,2,2,2,5,3,1,1,3,4,14,0.2222222222222222,3.0,Maryland ,22,58,18,48,4,10,11,14,11,33,13,5,1,11,9,59,0.1896551724137931,1.181818181818182,7,14,7,14,1,2,3,5,4,9,4,3,1,3,3,17,0.4,4.0,0.3050847457627119,0.35294117647058826,0.24,1.0,0.2,False,158
317,Maryland ,11,14,11,33,13,5,1,11,9,59,0.1896551724137931,1.181818181818182,2012,7,14,7,14,1,2,3,5,4,9,4,3,1,3,3,17,0.4,4.0,Navy ,18,59,12,34,6,25,2,2,4,20,10,4,1,10,13,44,0.0338983050847457,1.0,7,15,7,10,1,9,2,2,2,5,3,1,1,3,4,14,0.2222222222222222,3.0,0.3793103448275862,0.375,0.4,0.7857142857142857,0.3333333333333333,True,158
318,Notre Dame ,12,16,9,15,13,6,4,7,19,61,0.1935483870967742,1.8571428571428568,2012,7,17,5,13,2,5,5,8,3,5,3,2,1,2,4,20,0.4545454545454545,1.5,Baylor ,29,58,25,47,4,11,18,21,16,29,20,2,6,9,13,80,0.3103448275862069,2.2222222222222223,11,16,11,16,2,6,5,6,4,12,5,2,5,2,5,26,0.3125,5.0,0.3548387096774194,0.3469387755102041,0.38461538461538464,0.75,0.6,False,159
319,Baylor ,18,21,16,29,20,2,6,9,13,80,0.3103448275862069,2.2222222222222223,2012,11,16,11,16,2,6,5,6,4,12,5,2,5,2,5,26,0.3125,5.0,Notre Dame ,22,62,17,49,5,13,12,16,9,15,13,6,4,7,19,61,0.1935483870967742,1.8571428571428568,7,17,5,13,2,5,5,8,3,5,3,2,1,2,4,20,0.4545454545454545,1.5,0.5,0.5319148936170213,0.36363636363636365,0.8571428571428571,0.5517241379310345,True,159
320,Penn State ,11,16,9,18,8,9,2,15,13,59,0.180327868852459,0.5333333333333333,2012,8,16,8,12,3,11,4,6,3,3,3,2,1,4,4,19,0.25,1.0,Connecticut ,33,67,29,49,4,18,7,8,10,30,15,8,4,13,16,77,0.1044776119402985,1.1538461538461535,8,16,7,11,2,5,2,2,3,5,5,3,2,3,4,20,0.1818181818181818,2.5,0.36065573770491804,0.4186046511627907,0.2222222222222222,0.6875,0.5,False,160
321,Connecticut ,7,8,10,30,15,8,4,13,16,77,0.1044776119402985,1.1538461538461535,2012,8,16,7,11,2,5,2,2,3,5,5,3,2,3,4,20,0.1818181818181818,2.5,Penn State ,22,61,18,43,4,18,11,16,9,18,8,9,2,15,13,59,0.180327868852459,0.5333333333333333,8,16,8,12,3,11,4,6,3,3,3,2,1,4,4,19,0.25,1.0,0.4925373134328358,0.5918367346938775,0.2222222222222222,0.875,0.3333333333333333,True,160
322,Prairie View ,5,8,9,11,7,6,3,17,18,47,0.0925925925925925,0.4117647058823529,2012,9,17,9,17,1,3,2,4,6,4,3,2,1,3,4,20,0.1176470588235294,1.5,Connecticut ,27,59,20,43,7,16,22,24,13,25,20,11,8,14,12,83,0.3728813559322034,1.4285714285714286,7,10,7,10,4,6,5,5,3,5,8,3,2,4,3,18,0.8333333333333334,3.0,0.35185185185185186,0.375,0.2857142857142857,0.625,0.8181818181818182,False,161
323,Connecticut ,22,24,13,25,20,11,8,14,12,83,0.3728813559322034,1.4285714285714286,2012,7,10,7,10,4,6,5,5,3,5,8,3,2,4,3,18,0.8333333333333334,3.0,Prairie View ,19,54,15,40,4,14,5,8,9,11,7,6,3,17,18,47,0.0925925925925925,0.4117647058823529,9,17,9,17,1,3,2,4,6,4,3,2,1,3,4,20,0.1176470588235294,1.5,0.4576271186440678,0.46511627906976744,0.4375,0.9166666666666666,0.52,True,161
324,Princeton ,9,12,14,20,8,5,0,13,10,64,0.1475409836065573,0.6153846153846154,2012,8,22,7,20,2,6,3,5,4,10,6,1,0,6,3,20,0.2307692307692307,1.0,Kansas State ,25,54,20,39,5,15,12,14,7,16,16,2,4,9,14,67,0.2222222222222222,1.7777777777777777,10,17,10,17,2,5,6,7,4,6,5,1,1,3,5,22,2.0,2.5,0.4262295081967213,0.46938775510204084,0.25,0.75,0.7,False,162
325,Kansas State ,12,14,7,16,16,2,4,9,14,67,0.2222222222222222,1.7777777777777777,2012,10,17,10,17,2,5,6,7,4,6,5,1,1,3,5,22,2.0,2.5,Princeton ,26,61,23,49,3,12,9,12,14,20,8,5,0,13,10,64,0.1475409836065573,0.6153846153846154,8,22,7,20,2,6,3,5,4,10,6,1,0,6,3,20,0.2307692307692307,1.0,0.46296296296296297,0.5128205128205128,0.3333333333333333,0.8571428571428571,0.4375,True,162
326,Sacred Heart ,5,11,7,13,15,10,0,19,18,50,0.0980392156862745,0.7894736842105263,2012,5,11,4,9,2,5,2,6,2,4,7,3,0,6,4,13,0.2857142857142857,1.1666666666666667,Georgia Tech ,27,51,19,39,8,12,14,19,10,17,13,12,3,19,13,76,0.2745098039215686,0.6842105263157895,4,8,4,8,2,3,4,6,7,4,4,4,1,4,3,12,3.0,1.0,0.39215686274509803,0.45454545454545453,0.2777777777777778,0.45454545454545453,0.5384615384615384,False,163
327,Georgia Tech ,14,19,10,17,13,12,3,19,13,76,0.2745098039215686,0.6842105263157895,2012,4,8,4,8,2,3,4,6,7,4,4,4,1,4,3,12,3.0,1.0,Sacred Heart ,20,51,15,33,5,18,5,11,7,13,15,10,0,19,18,50,0.0980392156862745,0.7894736842105263,5,11,4,9,2,5,2,6,2,4,7,3,0,6,4,13,0.2857142857142857,1.1666666666666667,0.5294117647058824,0.48717948717948717,0.6666666666666666,0.7368421052631579,0.5882352941176471,True,163
328,Samford ,6,7,6,16,9,5,3,18,16,47,0.1132075471698113,0.5,2012,3,11,3,7,2,5,2,2,2,4,2,1,1,4,4,10,0.2857142857142857,2.0,Duke ,28,54,24,43,4,11,22,25,7,30,15,6,4,13,14,82,0.4074074074074074,1.1538461538461535,7,10,6,10,2,2,6,6,2,6,6,4,3,3,3,22,1.0,6.0,0.32075471698113206,0.35714285714285715,0.28,0.8571428571428571,0.375,False,164
329,Duke ,22,25,7,30,15,6,4,13,14,82,0.4074074074074074,1.1538461538461535,2012,7,10,6,10,2,2,6,6,2,6,6,4,3,3,3,22,1.0,6.0,Samford ,17,53,10,28,7,25,6,7,6,16,9,5,3,18,16,47,0.1132075471698113,0.5,3,11,3,7,2,5,2,2,2,4,2,1,1,4,4,10,0.2857142857142857,2.0,0.5185185185185185,0.5581395348837209,0.36363636363636365,0.88,0.23333333333333334,True,164
330,Akron ,12,16,10,14,14,10,3,12,10,55,0.1875,1.1666666666666667,2014,7,19,7,15,1,8,4,6,3,5,11,3,1,4,2,18,0.5,3.6666666666666665,Purdue ,36,67,28,47,8,20,4,6,14,31,27,5,6,17,15,84,0.0597014925373134,1.588235294117647,5,12,4,8,2,7,1,1,5,4,9,1,3,5,5,12,0.25,5.0,0.3125,0.3695652173913043,0.16666666666666666,0.75,0.7142857142857143,False,165
331,Purdue ,4,6,14,31,27,5,6,17,15,84,0.0597014925373134,1.588235294117647,2014,5,12,4,8,2,7,1,1,5,4,9,1,3,5,5,12,0.25,5.0,Akron ,20,64,17,46,3,18,12,16,10,14,14,10,3,12,10,55,0.1875,1.1666666666666667,7,19,7,15,1,8,4,6,3,5,11,3,1,4,2,18,0.5,3.6666666666666665,0.5373134328358209,0.5957446808510638,0.4,0.6666666666666666,0.45161290322580644,True,165
332,Albany ,14,29,8,22,12,6,1,16,26,61,0.28,0.75,2014,9,15,9,15,1,4,6,9,2,7,6,3,1,7,5,23,0.5454545454545454,6.0,West Virginia ,23,54,18,32,5,22,25,34,12,26,9,9,4,14,25,76,0.4629629629629629,0.6428571428571429,10,19,7,10,3,12,7,8,6,6,3,3,3,2,4,26,4.0,2.0,0.46,0.5,0.16666666666666666,0.4827586206896552,0.36363636363636365,False,166
333,West Virginia ,25,34,12,26,9,9,4,14,25,76,0.4629629629629629,0.6428571428571429,2014,10,19,7,10,3,12,7,8,6,6,3,3,3,2,4,26,4.0,2.0,Albany ,23,50,22,44,1,6,14,29,8,22,12,6,1,16,26,61,0.28,0.75,9,15,9,15,1,4,6,9,2,7,6,3,1,7,5,23,0.5454545454545454,6.0,0.42592592592592593,0.5625,0.22727272727272727,0.7352941176470589,0.46153846153846156,True,166
334,Arizona State ,22,26,13,17,5,9,1,19,27,67,0.3928571428571428,0.2631578947368421,2014,5,9,3,6,2,5,5,6,6,4,2,4,1,3,5,16,0.8333333333333334,1.0,Notre Dame ,28,57,25,51,3,6,25,32,16,21,19,9,4,22,22,84,0.4385964912280701,0.8636363636363636,8,19,8,15,2,4,9,12,6,5,9,3,2,6,4,25,1.0,4.5,0.375,0.42857142857142855,0.21428571428571427,0.8461538461538461,0.7647058823529411,False,167
335,Notre Dame ,25,32,16,21,19,9,4,22,22,84,0.4385964912280701,0.8636363636363636,2014,8,19,8,15,2,4,9,12,6,5,9,3,2,6,4,25,1.0,4.5,Arizona State ,21,56,18,42,3,14,22,26,13,17,5,9,1,19,27,67,0.3928571428571428,0.2631578947368421,5,9,3,6,2,5,5,6,6,4,2,4,1,3,5,16,0.8333333333333334,1.0,0.49122807017543857,0.49019607843137253,0.5,0.78125,0.7619047619047619,True,167
336,Arizona State ,5,9,9,22,20,2,1,18,24,69,0.1063829787234042,1.1111111111111112,2014,4,7,4,6,2,5,3,4,2,7,5,0,0,3,4,11,0.4285714285714285,2.0,Vanderbilt ,22,46,19,36,3,10,14,27,12,8,14,6,0,10,16,61,0.3043478260869565,1.4,8,14,8,14,2,6,6,8,5,3,6,2,0,3,4,18,0.5454545454545454,2.0,0.6170212765957447,0.696969696969697,0.42857142857142855,0.5555555555555556,0.4090909090909091,True,168
337,Vanderbilt ,14,27,12,8,14,6,0,10,16,61,0.3043478260869565,1.4,2014,8,14,8,14,2,6,6,8,5,3,6,2,0,3,4,18,0.5454545454545454,2.0,Arizona State ,29,47,23,33,6,14,5,9,9,22,20,2,1,18,24,69,0.1063829787234042,1.1111111111111112,4,7,4,6,2,5,3,4,2,7,5,0,0,3,4,11,0.4285714285714285,2.0,0.4782608695652174,0.5277777777777778,0.3,0.5185185185185185,1.5,False,168
338,Army ,5,9,6,14,8,4,2,15,17,52,0.0980392156862745,0.5333333333333333,2014,9,19,3,9,6,10,3,4,1,3,3,1,1,4,4,27,1.0,1.5,Maryland ,35,65,28,52,7,13,13,18,17,27,20,7,4,11,13,90,0.2,1.818181818181818,9,14,6,13,3,4,5,6,8,6,5,1,1,3,2,21,0.5,4.0,0.37254901960784315,0.4166666666666667,0.3333333333333333,0.5555555555555556,0.42857142857142855,False,169
339,Maryland ,13,18,17,27,20,7,4,11,13,90,0.2,1.818181818181818,2014,9,14,6,13,3,4,5,6,8,6,5,1,1,3,2,21,0.5,4.0,Army ,19,51,10,24,9,27,5,9,6,14,8,4,2,15,17,52,0.0980392156862745,0.5333333333333333,9,19,3,9,6,10,3,4,1,3,3,1,1,4,4,27,1.0,1.5,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.7222222222222222,0.6296296296296297,True,169
340,Baylor ,15,18,16,23,13,3,3,17,27,69,0.2112676056338028,0.7647058823529411,2014,12,26,9,18,3,8,6,6,3,9,6,1,2,9,5,33,0.5555555555555556,3.0,Notre Dame ,28,66,26,55,2,11,30,33,14,28,13,8,4,11,19,88,0.4545454545454545,1.181818181818182,12,27,10,21,2,6,7,8,4,13,5,4,1,4,3,30,1.2,3.0,0.3380281690140845,0.3333333333333333,0.35294117647058826,0.8333333333333334,0.6956521739130435,False,170
